Unnamed: 0,IMDb_id,Title,Year,Genre,Synopsis
357,79060,Dizengoff 99,1979,"Comedy, Drama, Romance","In the easy-going, sexually-liberated 1970's Tel Aviv, three young friends, struggling filmmaker Nati, his impressionable girlfriend Ossi and his geeky friend Mushon, move in together in a small apartment in Dizengoff Street number 99. By day, they work a boring desk office job but by night the city is their playground. Their overall goal is to make their way into the commercial movie making business, but harsh realities and romances often sidetrack them. Their fourth friend and Nati's older other girlfriend is aspiring musician, Miri."
358,8665606,Noble Savage,2018,Drama,"Almost everything in Eli's life, a 15 years old boy with an eating disorder, is on the brink of catastrophe. He lives in a seedy neighborhood with his mother Sima and her father Yefet, two ex-junkies obsessed with living a ""normative"" life. His alcoholic father is an unemployed artist and a street philosopher, an eccentric character in a rough environment. In this impulsive and violent world, nothing stays in its natural dimensions, and Eli's desperate efforts to unite his struggling family spin out of control, when a minor family dispute erupts into a cataclysmic disaster and everyone pays the ultimate price."
359,7398716,A New Spirit,2017,Drama,"A drama inspired by the best-selling autobiography ""Why Me"" by Jacob Damkani. ""A New Spirit"" tells the story of two brothers, Jacob and Shmuel, who grew up in a poor, traditional Jewish family. As they mature, Shmuel becomes more orthodox and religious while Jacob is exposed to Christianity and ends up becoming a leader of Messianic Judaism, spreading the word of Jesus. Shmuel and the entire Orthodox community treat Jacob as a radical missionary and accuse him of stealing pure Jewish souls. The conflict between the two brothers escalates to real violence when an attempt is made to kill Jacob, causing the dissolution of the entire family."
360,759604,Lemarit Ain,2006,"Drama, Mystery","Ya'ara, 24 years old, is attractive, independent, confident and intelligent, and she has just begun her PhD in Mathematics at Princeton University. Ya'ara is blind. When she hears of her cousin Talia's suicide, she rushes back to Israel. They were best of friends and twin spirits. Talia saw for both of them, and was always the one who believed and led Ya'ara to believe, that in spite of her blindness, Ya'ara could see everything. Ya'ara joins Talia's family for the traditional 7-day mourning period ""The Shiv'a"" and there, she discovers the secrets of Talia's life and embarks on an investigation trying to discover the reason that led Talia to commit suicide. Lies, secrets and gaps are revealed in this powerful story"
361,7087940,Doubtful,2017,Drama,"Assi, a screenwriter and poet, is stuck in his personal life. He is full of doubt, disturbing thoughts, and existential restlessness. He is sentenced to community service due to a drunken-driving motorcycle accident in which he was involved. For his community service, he is sent to work with juvenile delinquents in Beersheba - the desert city in southern Israel - who are under house arrest and must attend sessions with Assi in the neighborhood shelter as a condition for their parole. Their extreme personalities, their riotous energy, and their charm awaken in him curiosity and attraction; together, they break through the boundaries of the rehabilitative framework."
362,133689,Charlie and a Half,1974,"Comedy, Drama, Romance","Charlie passes himself off as a rich businessman but gets by through fleecing suckers with 3-Card Monte. Miko is a street kid who spends his time with Charlie instead of going to school; his sister unsuccessfully tries to raise him on her own. The plot follows Charlie's attempts to conquer the heart of Gila, a rich girl whose parents are trying to get her married to an American millionaire, something she doesn't want."
363,2882590,The Wonders,2013,"Comedy, Mystery","The complex relationship between a Jerusalem street artist and a mysterious, modern-day prophet being held prisoner in an abandoned apartment across the alleyway."
364,10608464,Peaches and Cream,2019,"Comedy, Drama, Fantasy","An existential comedy about a neurotic film director whose fears of failure, death, and losing control all surface on the night his new film is released: a hysterical, unforgettable night--at least for him and his eccentric friends."
365,2658428,Victor Young Perez,2013,"Biography, Drama, History","Victor ""Young"" Perez , tells the astonishing, harrowing and incredible moving story of a Tunisian Jewish boxer, who became the World Flyweight Champion in 1931 and 1932. Perez started training as a boxer at age 14 along with his older brother Benjamin ""Kid"" Perez Perez rose to great fame via the help and guidance of Leon Bellier and had a brief relationship with French-Italian actress Mireille Balin. The 5'1"", 110-pound Perez won the International Boxing Union's version of the World Flyweight crown with a 2nd-round knockout of American champion Frankie Genaro, ergo becoming the youngest world champion in boxing history ! Perez was arrested in Paris on September 21, 1943 and detained in the Drancy internment camp France, before being transported to Auschwitz where he was assigned to the Monowitz to serve as a slave laborer Victor Perez arrived at Auschwitz on October 10, 1943, as part of ""Transport 60"" a group of 1,000. He was held in AuschwitzIII/Monowitz. Whilst there he was forced to participate in boxing matches for the amusement of the Nazis. By 1945. Victor had survived 140 bouts in 15 months and won 139 !! Perez was one of the prisoners on the ""Death March that left the camp on January 18, 1945."
366,5261190,Montana,2017,Drama,"A young woman returns to her hometown following the death of her grandfather, and begins an affair with a married teacher in the debut feature from Israeli filmmaker Limor Shmila. Powerful and intimate, she must confront secrets of her past as she tours the town of her youth."
367,1494810,Phobidilia,2009,Drama,"After suffering an emotional breakdown in a public place, a young man vows never to leave his apartment. He quickly discovers that in today's world all his needs can be easily met: sex via the Internet, food by telephone delivery and entertainment by television. Four years later, his idyllic existence comes under attack when Daniela, a free spirited girl comes into his life while Grumps, the building's real estate agent, informs him that the apartment is about to be sold. Our hero refuses to leave his kingdom and decides to fight till the bitter end."
368,70812,The Spy Who Never Was,1976,Drama,"A diabolical tale of romance, murder, and mistaken identity as a treacherous terrorist organization hunts an enemy agent with the intention of killing him, but instead they set their sights on the wrong man. Left in the wake of their mistaken pursuit is a trail of broken lives and brutal murders."
370,70086,The Pedestrian,1973,Drama,"When a German businessman causes a car accident with deadly consequences, the papers start digging into his past to find scandals. What they find causes him to reevaluate his own past during WW2 when he was in Greece."
371,2252614,Paradise Cruise,2013,"Drama, Thriller","An impossible love story between Yossi, a former IDF soldier, and Dora, a mysterious French photographer visiting Israel, as they both struggle in vain to leave their pasts behind"
372,89571,The Lover,1985,Drama,Gabriel makes arrangement with garage-owner Adam to pay for repairs to his grandmother's car by giving his depressed wife French lessons. But the relationship goes beyond that of teacher and pupil as a passionate love affair develops.
373,72778,Children of Rage,1975,Drama,Young Palestinian ends up in a hospital after the bomb he set to explode during a party for the Israelis explodes before he leaves. Sympathetic physician tries to convince him to give up on his destructive ways while he still can.
374,1258123,A Matter of Size,2009,"Comedy, Drama, Romance",A comedy about a 'coming out' of a different kind - overweight people learning to accept themselves.
376,889221,Rapid Eye Movement,2003,"Drama, Thriller","Amit, a promising filmmaker, suspects his wife Adi is having an affair. While trying to verify his suspicions, Sofia, a mysterious actress invades his life, pulling him into a whirlpool of doubt."
377,82908,Pinups und ein heißer Typ,1981,Comedy,"The rise of a four-headed girl-pop group and their adventures with a one-track-mind Casanova, who works as their composer and manager."
378,290238,Made in Israel,2001,Drama,Two pairs of assassins are sent by a Holocaust survivor's son to bring the last Nazi for a show trial in Israel.
379,482025,Days of Love,2005,"Drama, Music","Margalit is a simple girl from Ashdod, waiting tables in her father's restaurant. She dreams of making it in the music industry. Everything changes one night when the famous singer Dudu Ben-David performs in Margalit's hometown. He comes to Margalit's pub, discovers her and promises to make her a big star."
380,6381456,Fig Tree,2018,Drama,"16 year old Jewish Mina, is trying to navigate between a surreal routine dictated by the civil war in Ethiopia and her last days of youth with her Christian boyfriend Eli. When she discovers that her family is planning to immigrate to Israel and escape the war, she weaves an alternate plan in order to save Eli. But in times of war, plans tend to go wrong. Marsha's coming of age film debut film is based on her childhood memories of a civil-war-torn Ethiopia."
381,3541358,Bulgarian Rhapsody,2014,Drama,"Summer of 1943. The Jews of Greater Bulgaria must adhere to the laws of Germany. Moni, (17) a Jewish youngster from Sofia and Giogio the son of the commissar for Jewish affairs' driver, meet Shelly (17) a Jewish girl from Kavala (Greece). The two face the values and limits of friendship, as they both fall in love with her, while outside rages their conflicted world."
383,391788,Comrade,2006,"Action, Drama",A young boy finds a stack of his sister's secret letters who's been missing since their mother's death. He sets off on the journey of a lifetime to reunite with her and he meets a man who calls himself the last true Communist.
384,7196880,And Then She Arrived,2017,"Comedy, Romance","Dan Freilich (30), a handsome and dozy nerd, was sure that his life were all planned out for the next 50 years. pretty soon he was also supposed to get married, to his high school sweetheart. That's all you need, isn't it? Apparently not."
385,3887158,The Legend of King Solomon,2017,"Animation, Family, History","King Solomon, son of King David of Jerusalem, is in a journy to find his place as king while facing a demonic creature and queen Sheeba."
386,63192,Sinai Commandos: The Story of the Six Day War,1968,"Drama, Action, Adventure","A dramatization of the six-day-war between Israel and an alliance of Arab countries, enhancing the patriotism of a commando of Israeli reservists."
387,121237,Big Eyes,1974,"Comedy, Drama",Benny Furman is a basketball headcoach who can't decide what he realy wants.
388,1774428,Never Too Late,2011,Drama,"After spending eight years in the farthest reaches of South America, 30-year-old Herzl returns home to Israel. With no ambitions or prospects for the future, he finds a job hanging posters across the country. Driving his a 1985 Volvo, with a pile of dusty Israeli folk tapes on the dashboard and a worn copy of Robinson Crusoe by his side, a young man journeys across the Israeli landscape, coming to terms with the memories of what he left behind."
389,402374,Metallic Blues,2004,"Comedy, Drama","Two Israeli car dealers, Shmuel and Siso, invest five thousand American dollars into a vintage 1985 Lincoln Continental Limousine that they plan to sell in Germany for fifty grand. But when they take it there, they run into problems with the customs police, who are suspicious of Middle Easterners with a huge American gas guzzler. The routine search causes Shmuel to experience a disturbing hallucination about WWII Germany and the Nazis his parents fled from some sixty years earlier. And their adventure in Germany turns into a struggle just to make it out safely, as the echoes of the past catch up with them."
390,11647568,Full Speed,2021,Action,"A group of top-notch teenage riders compete against one another for the chance to make it to the world's leading motorized academy in Daytona, Florida. Only this year, the competition includes both female and male riders. Will the female riders be given the chance to shatter the glass ceiling they've been competing against all their lives? Or will old world prejudices get in their way yet again? Intense rivalry, true friendship, and budding romances are at the heart of this high paced, action packed drama."
391,90677,Avanti popolo,1986,"Drama, War","June 11th 1967, the Six-Day War is over and the cease fire has just begun. We follow the journey of Gassan and Haled, two Egyptian soldiers whose only wish is to make their way through the Sinai desert and safely reach the Suez Canal. Thus begins a comical, almost surrealistic saga during which they meet various groups of people across the desert, including Israeli soldiers on patrol and a pushy news reporter."
392,1981675,Off-White Lies,2011,Drama,"A father and his daughter, during the 2006 war between Israel and Lebanon."
393,5520404,Baumschlager,2017,Comedy,"In the break of an unexpected peace between Israel and Lebanon, an Austrian UN officer serves the border - his name is Baumschlager. No one would guess by the look of him, but Baumschlager manages to get himself romantically tangled with an Israeli female officer as well as a Lebanese virgin, all while having a good wife back in Austria. Never means harm, Baumschlager simply wants to please everyone around him. But as his actions set motion to a local drug dealer with a risky blackmail, Baumschlager may very much be the end of peace in the Middle East."
394,6829438,Svideteli,2018,"Drama, History, War",The film tells about the history of the Holocaust through the stories of its unwitting Witnesses.
395,15361650,The pain behind the eyes,2022,Drama,"""The Pain Behind The Eyes"" is the story of the country's greatest film producer whose film wins at the Cannes Film festival. However, after two years of struggling through the corona virus crisis, difficulties with investors wanting their money back, films not distributed and a difficult divorce settlement, Jonathan must sell his company with all its assets. Unaware of the situation his new wife decides to throw him a surprise party to celebrate his win at Cannes, inviting all the heads of the local film industry, colleagues and family. When Jonathan finds out about it he decides to wire the whole house with cameras. Who among us wouldn't want to be a fly on the wall at our own party, to listen in to his guests conversations and to really hear what people think about him before his collapse. Jonathan watches the party and all that goes on through the monitors while at the same time liaising with his lawyer to save his business. Will he succeed?"
396,9733150,Snowland,2020,Drama,"Set against the backdrop of another Israeli war, in Tel Aviv, Amir and Johnny's long time friendship is put to the test, right before their 40th birthday as they set out on a quest of self discovery. Amir is grappling with daughter's cancer diagnosis and his crumbling marriage, as his wife issues a restraining order against him. While Johnny is coming to terms with shutting down his mythological bar and breaking up his 6 year relationship with Mickey, just as they're about to walk down the aisle. Both men are lost, living small lives and losing two major loves, a wife and daughter, and despite their immense pain, they're searching for a ray of light, a smile, and a silver lining beyond the dark mountains ahead."
397,61123,Trunk to Cairo,1965,Drama,A James Bond-type action hero is assigned to destroy a weapons factory run by a fugitive Nazi.
398,4331676,Love Letter to Cinema,2014,"Comedy, Drama","Love Letters to Cinema is a collection of ten ""letters"" in the form of short films (4 minutes each), written and directed by ten outstanding Israeli directors. The films and the directors conduct a dialogue, whereas the directors create a short film with their unique voice, bringing to the audience a group of work that reflects on cinema. Love Letters to Cinema is a true collaborative effort. Alongside the directors, over 300 industry professionals and students from the Sam Spiegel school volunteered to take part in the project, whereas their mutual love of cinema creates a colorful and powerful project."
399,9811480,Born in Jerusalem and Still Alive,2019,"Comedy, Drama, Romance",A black comedy which follows Ronen Matalon's journey to overcome his anxiety of terror attacks. Ronen uses writing and guiding a tour of terror-attack sites along Jerusalem's Jaffa Street to try and break free from his trauma.
400,833545,Things Behind the Sun,2006,Drama,"Now that Itzhak's father is in a coma, and dying, Itzhak is finally willing to visit him, thus breaking a ten-year silence. During his visits to the hospital, Itzhak, a beaten and reserved man, is frustrated to find himself neglected by his own family: his wife, a long suppressed artist whose life's dream is fulfilled that same week; his twenty-seven-year-old son - a ""philosopher"" still living at home; and his twenty-five-year-old daughter - a tormented lesbian who has had no contact with her family for a long time. Itzhak doesn't realize, though, that his ten year old daughter, Didush, neglected and almost invisible to her family, is secretly visiting her grandfather whom she has never met previously and sets out to discover the old family secret."
401,469863,Yoni,2002,Biography,"Lt. Col. Jonathan Netanyahu was the commander of Israel's famous General Staff Reconnaissance Unit. Jonathan, known to family and friends as Yoni, was killed in action during the famous raid to free the hostages, posthumously named ""Operation Jonathan"" in his memory. The film features rare interviews with Yoni's family, friends, army comrades and commanders, with never-seen-before film footage from the personal archives of the Netanyahu family."
402,5368322,Love Trilogy: Stripped,2018,"Drama, Romance",A young musician is secretly in love with the beautiful woman living across the street. He is unaware of the horrifying mental crisis she is going through. She is oblivious to the heavy price he had to pay when he gave up his dreams. The encounter between them will entwine their fates forever.
403,58206,Hole in the Moon,1964,Comedy,"A new immigrant, Tzelnik, arrives at the port of Jaffa. He goes to live in the Negev desert where he opens a kiosk in the middle of nowhere. Mizrachi comes along and opens a competing business across the way. The two make a living by selling to each other. As there is nothing there, they decide to create a world out of their imagination. They build a cardboard film set, which slowly takes on real dimensions- the buildings turn to concrete, people come to audition for parts in the ""film"" (cinema 'verite' style, with Zohar mocking viciously the pretensions of the ""actresses"") and builders come to void apartment buildings (mocking the glorification of concrete and ""heroic"" settlement). In one sequence, Arab actors come and ask the filmmakers turn positive to negative, and they're given the role of pioneers who plow the land and sing Zionist songs. The imagined world of the filmmakers becomes so real eventually they lose sight of the thin line between fantasy and reality."
404,91926,The 17th Bride,1985,Drama,"Set in a war-torn village in Czechoslovakia, the story centers on a strong Jewish woman who enters into marriage with a man she dislikes believing it will save her from deportation to a labor camp."
405,144585,The Wooden Gun,1979,Drama,"The Wooden Gun takes place in Tel Aviv in the early 1950s. In a clear-eyed fashion that would have been impossible in a film made by ""outsiders"", the plot details the conflict between native-born Israelis and the newly arrived European refugees. The various fears and prejudices of the adults are passed along to their children, upon whom director Hans Moshenson concentrates. Largely comprised of non professionals, the teen-aged protagonists and antagonists are remarkable in their sincerity and conviction. Filmed in Hebrew, The Wooden Gun is available in an English-subtitled version."
406,5564142,The Last Band in Lebanon,2016,Comedy,A comedy about three military band reservists who wake to discover that the Israeli army has withdrawn from Lebanon and left them behind.
407,268696,Time of Favor,2000,Drama,"Is today's fanaticism tomorrow's policy? In a West Bank settlement, Rabbi Meltzer has a grand design: he's building a movement ""to pray at the Temple Mount."" His yeshiva has scholars, and the settlement is getting its own military company to be commanded by Menachem, a disciple of the rabbi. He also wants his daughter, Michal, to marry Pini, the yeshiva's best scholar. Michal has no interest in Pini, but she is attracted to Menachem. When she rebuffs Pini, he hatches a bold and secret plan. Is jealousy the motivation or something else? Meanwhile, the army and Mossad are closely watching the rabbi's activities and Menachem's military training. Who is trustworthy?"
408,83527,The Secret of Yolanda,1982,Drama,A beautiful deaf-mute is courted by both her riding instructor and personal guardian in this hot-and-heavy romance story.
409,1675197,This Is Sodom,2010,"Comedy, History","When ancient Sodom is doomed to destruction due to its people's corrupt ways, Lot is the only righteous man destined to be spared."
410,1307009,Seven Minutes in Heaven,2008,Drama,"One morning Galia and her boyfriend board a local Jerusalem bus. It is packed with passengers, among them a suicide bomber. The bus explodes, leaving Galia with severe burns and memory loss. She has no memory of the day of the terrorist attack and the days leading up to it. A necklace sent to her from an unidentified source sets her off on a journey to find the missing pieces of the puzzle from that horrific day."
411,419858,Jerusalemski sindrom,2004,"Adventure, Drama","Bozidar and Mary set out on the journey of love, but what happens along the way is quite different than what they anticipated. Will the powers of love truly conquer all?"
412,142428,Katz and Carrasso,1971,"Comedy, Drama",Two feuding insurance brokers vie for a big oil company contract. One family sends the son to meet with the prospective clients and the other sends their daughter and the two fall in love.
413,1455618,The Loners,2009,Drama,"This human drama centers around two loner Russian soldiers who are caught smuggling arms and consequently arrested. The two characters do not want to lose their honor as soldiers even though they have committed a crime considered unforgivable in military society and want go through an honorable military trial. The military is not at all concerned with their wishes, and pushes to get them tried as civilians. This causes conflicts that send the story towards an unexpected direction."
414,1210351,Lost Islands,2008,"Comedy, Drama",A family in the 80s with five kids get into a crisis when twin brothers fall in love with the same girl.
416,1305027,Podarok Stalinu,2008,Drama,"A Jewish child deported to Kazakhstan is saved and adopted by Kasym, an old Kazakh railway-man. Kasym gives him a Kazakh name, Sabyr, that in Kazakh language means humble. The child grows up in the small Kazakh village along with other deportees Vera, a traitor's wife, and Ezhik a Polish doctor. The Soviet militia harasses the poor peasants and Vera suffered the harassment of a bully cop: Bulgabi. Finally Vera accepts the marriage proposal of Ezhik but the jealous Bulgabi tries to prevent the marriage. The result is a fight in which Ezhik shoots himself accidentally. The old Kasym decides that Sabyr is now old enough to go to seek his real parents. At the end Sabyr, now an adult, decides to return to the village, but the village no longer exists because it was destroyed by a Soviet nuclear test."
417,10679838,Bazdmeg,2019,Comedy,Netta embarks on a crazy journey with three bizarre people who she despises in search for money left behind for them by a mutual friend.
418,2526898,Cannon Fodder,2013,"Action, Horror","Doron, a security operative, who takes on one last mission: to capture, number 3 in the terrorist organization of Hezbollah, in Lebanon. With an elite force, Doron enters Lebanon to complete his last mission. Very soon he discovers that reality is not so simple, and that a new and unknown enemy is to be dealt with - and Hezbollah are the last thing on his mind. Doron has to deal with a ticking clock in the form of extensive I.D.F attack and a bloodthirsty enemy, Now that their enemy has changed its face, it's up to him and his unit to wage a new war, a different war, to find an antidote, get back across the border, before the middle east conflict is changed forever."
420,152492,Snooker,1975,Comedy,"The story is about two twin brothers, Azriel and Gavriel (both played by Yehuda Barkan). Azriel is a shy and religious Jew who works in a fruit shop in Jaffa. Gavriel, is a hoodlum and a good-for-nothing hustler who runs a Snooker Bar. Gavriel and his friend Hanuka make easy money by swindling innocent people into gambling on Snooker games. One day Gavriel is forced to renew contact with his brother, because he is in trouble with a gangster who won the bet on a snooker game, and the only way to pay is by selling the family estate which is co-owned by Gavriel and his brother Azriel."
421,152394,A Message from the Future,1981,"Drama, Sci-Fi","In the year 1985, a delegate from the remote future arrives from the year 3005. His mission; convince world leaders to allow World War III to happen, which he guarantees will make for a better future. Having already caused natural disasters and catastrophes by traveling from the future, he now attempts to force his message on the world press and TV."
422,21105604,Silent Game,2022,Drama,"The spy saga about the family, freedom, dedication and betrayal. Young Jewish girl Shiryn is taking an oversea flight to search for her mother Rita that 20 years ago was forced to leave her and flee Iranian regime."
423,101959,Cup Final,1991,"Drama, War","An Israeli soldier is taken hostage by a small PLO squad in lebanon. The soldier planned to go on vacation and to fly to the world final soccer cup (mondial), he and his capturers share the love to soccer and toward the (not so happy) end a relationship is made."
424,7081810,Palestine,2017,Drama,"Somewhere in the West Bank, Chaim, an Israeli soldier is injured during an accident, losing his memory as a result. When the young man is found wandering lost by a Palestinian villager, he is mistaken for Nasim, a young Palestinian man who has long been disappeared in an Israeli prison."
425,1926214,A Moment of Youth,2011,"Adventure, Biography, Comedy",A moment of youth is a short film compilation that showcases nine up-and-coming directors from seven countries in five continents.
427,1043869,Sof Shavua B'Tel Aviv,2008,Drama,"A suicide bomber becomes dependent on the kindness of strangers when his explosives won't detonate, giving him time to meet some of the people he's targeting."
428,3212774,AntiVirus,2014,"Action, Adventure, Crime","Lethal virus transmitted by SMS predominant 'Pathogen' software company workers, specializing in Anti-Virus for humans."
430,2051984,Edut,2011,Drama,"Palestinian testimonies collected after the second Intifada revealed a harsh daily life reality that, for Israelis, had always belonged to the ""others"" - the Palestinians - and hence was denied. A few years later, trespassing what had been taboo until then, Israeli officers who served during the Intifada told of their memories. Memories of violence, of suffering, of humiliation. The stories from both sides matched. Against the backdrop of local empty landscapes, an Israeli officer remembers... a Palestinian civilian remembers as well. A journey into the collective memory of Palestine and Israel takes place."
431,7520672,Call for Dreams,2018,"Crime, Drama, Mystery","In a rain swept Tokyo, Eko complicates her life by publishing a 'Call For Dreams' ad in a newspaper. As strangers leave descriptions of dreams on her answering machine, a parallel police investigation of a murder in Tel Aviv unfolds."
432,283387,The Holy Land,2001,Drama,Mendy is a young man struggling to keep his mind focused on rabbinical school. His teacher tells him to rid himself of desires by visiting a prostitute in Tel Aviv. Mendy falls head over heels in love with a Russian harlot named Sasha.
433,3846718,Freak Out,2015,"Comedy, Horror","A soldier sets off for a week of patrolling with his unit. It is not long before strange and frightening things begin to happen to all the soldiers, and they start question whether they will come out of this experience alive."
434,2890140,The Dove Flyer,2013,Drama,Between the years 1950-51 close to 130 thousand Jews left Iraq. The most ancient community in the world ceased to exist.
435,92678,Late Summer Blues,1987,"Drama, Romance","A group of close friends celebrate the bittersweet changes coming to their lives during the summer of their high-school graduation: adult responsibilities, adult romance -- and the soberingly adult fact that some of their number are being drafted into the Israeli army. This has very much the feel of a high-school beach-party movie -- with music, and in Hebrew -- until a sudden and disturbingly realistic reminder of their own mortality finally slashes through the kids' cheerful, close-knit obliviousness."
436,486580,Forgiveness,2006,Drama,"On April 9, 1948, a Jewish militia entered the Palestinian village of Deir Yassin and killed over 100 villagers. Soon after, a mental hospital was built on the ruins. The first patients to be committed were Holocaust survivors. A legend says that to this day, the survivors have been communicating with the ghosts of the village. FORGIVENESS tells the story of David Adler, a 20-year old American-Israeli who decides to move back to Israel, only to find himself committed to a mental institution that sits on the ruins of a Palestinian village called Deir Yassin. Flashbacks and flashforwards reveal the events that led up to his hospitalization. A 10-year old female ghost holds the secret to the riddle. But only when the secret is revealed can she find rest and give David the option to end a perpetually-repeated destiny... Doctor Itzhik Shemesh, a psychiatrist at the mental institute, injects David with a chemo-technological drug in an attempt to build a bridge over the trauma zone and allow David to live a normal life. Even though he doubts its ethical consequences, his use of the drug is an act that mirrors his own deep denial... Doctor Shemesh is given permission to use the drug by David's father, Henry Adler, a Holocaust survivor who spent a short time in Israel before becoming one of the most pre-eminent musicians in America. Henry, who has the arrogance of Oedipus and faith in the rational overcoming of trauma via action, doesn't understand why his son has been hospitalized. But Henry's lust for life and his desire for normality make him live in denial of the past, which is unbearable for David, whose restless soul seeks the truth. Henry will confront a horror beyond all horrors when the truth reveals itself. A blind patient in the hospital named Muselmann, also a Holocaust survivor, tells David to listen to the ghosts that are haunting him, that they have something important to tell him. Like the blind prophet Tiresias, Muselmann knows that the truth does not hold redemption, and this is why he never tried to reconstruct his life after the camps. Because he lives between the world of the dead and the living, Muselmann can act as a conduit between the murdered ghosts and David. The flashbacks and flashforwards from the mental institute reveal, with the story of David's life, the story of the eternal return of the trauma and a destiny that seems unalterable..."
437,141603,A Woman's Case,1969,Drama,"A story of the influence of modern life on a woman, who meets a man in a sculptor's studio, has an affair, and is found dead."
438,3824030,Valley,2014,Drama,"In a small town in the North of Israel, three teenagers deal with violence at home and at school. Valley is a story of friendship, love and hate, where the desire to die, to kill and to live will seal the fate of the three heroes."
439,62359,They Call Me Shmil,1973,"Action, Comedy",A scrappy little guy and his friend are tossed off the kibbutz and find themselves among the dazzling glitter of Tel Aviv.
440,162909,Yana's Friends,1999,"Comedy, Drama, Romance",Three parallel strories of immigrants in Tel Aviv during the Gulf War and about coming together while sealed in a room during the Scud attacks.
441,73383,My Michael,1974,Drama,"Based on a novel by Amos Oz. A couple in Jerusalem before the six day war in 1967, fall in love, get married, have a child and drift apart. With Michael away at war, his wife starts fantasizing about twin Arabs she used to play with as a child."
442,130834,Hide and Seek,1980,Drama,Twelve year-old Uri reports his teacher Balaban as a suspected spy when he observes him meeting with a young arab man. Only later does he discover that Balaban's interest in the young arab is romantic rather than political.
443,1191140,Zion and His Brother,2009,Drama,"Zion, aged 14 and his brother Meir, 17, are facing a crisis in their relationship after a terrible accident. They keep the secret to themselves and it haunts them until, finally, Zion re-examines his loyalty towards his older brother and decides that he is ready to take responsibility for his own life."
445,1632722,Playoff,2011,"Drama, Sport","Playoff tells the story of legendary Israeli basketball coach Ralph Klein. He became a national hero, when he made Maccabi Tel Aviv into European Champions in the late Seventies, one of Israel's first great international sporting successes. But Max became a national traitor equally fast, when he then accepted the against-all-odds job of turning the totally hopeless West-German basketball team - of all people! - into European winners. Max always maintains that Germany - where he was born before the war - means nothing to him, and that training their national team is just another job on his path to NBA glory. But things aren't as simple as he refuses to speak German to the young players. The only person he seems to be able to relate to is a Turkish immigrant woman Deniz, and her cheeky teenage daughter Sema. Max just about falls in love with Deniz - and does succeed in reinventing the Germans as European champions. When he discovers what happened to his own family in the 1940s - it is not what he had expected. And he will realize that one cannot run away forever from one's own past and demons. Playoff is inspired by the life of Ralph Klein, Israel's most famous basketball coach, ever."
446,2711672,Peace After Marriage,2013,"Comedy, Drama, Romance","A sexually frustrated Palestinian-American agrees to marry an Israeli woman for a Green Card, triggering a war at home with his parents, who will stop at nothing to divorce him from his new wife."
447,246730,Desperado Square,2001,Drama,"In ha-Argazim, a neighborhood that time forgot, the one-year anniversary of Morris Mandabon's death is approaching, and his youngest son, Nissim has had a dream in which his father orders him to re-open the old neighborhood movie theater, thus breaking the vow that Morris had made years before never to screen movies again. Nissim and his brother George, together with Aharon Gabardine, who was the projectionist back in the old days, are determined to fulfill Morris' request. The same day Nissim has his dream, Avram Mandabon, Morris' brother, returns for his brother's memorial after a 25-year absence. His reappearance causes old family feuds to resurface. Seniora Mandabon, late Morris' wife, won't even speak to Avram. Following the advice of Yisrael ""the Indian"", considered the neighborhood authority on films, the brothers decide to screen the Indian-made local hit from years before, ""Sangam"", to which Seniora objects (""Nobody cares to watch old Indian movies!"") and tries to convince them to screen another movie, but they insist. They eventually find out that the only print of ""Sangam"" is in the hands of Avram, their uncle, who refuses to give it to them. And so, as the time for Morris' memorial approaches, as well as the screening date, it seems that a clash is inevitable. In the tense days that follow, the past resurfaces and the brothers learn the secrets of their family history and the real reason why their father closed down the theater."
448,73089,Ha-Pritza Hagdola,1970,"Drama, War",Israeli POW's who escape from a notorious Arab prison return for a dramatic rescue of their comrades.
450,376172,Send Me an Angel,2003,Romance,"Ron a handsome Israeli gay man wants a kiss on his birthday. When he tries to get it from Sahar, a beautiful blonde hustler in a black leather jacket things don't go quite as planned."
451,3288166,Atlit,2014,"Comedy, Drama, Fantasy","In October 1995 three French sisters gather in Atlit, Israel to sell the family home. Tensions arise between elders Darel and Cali when Darel proves unwilling to sell. That's when the sisters start seeing apparitions of their dead parents."
453,1927176,InContact,2012,Music,This video artwork follows two women on a fictitious social media platform called InContact.
454,478999,Close to Home,2005,Drama,"Rebellious and outgoing Smadar can't stand types like Mirit. Mirit, introverted and frightened, keeps away from the likes of Smadar. But the two are thrown together as they are assigned to a patrol in Jerusalem as part of their compulsory military service. Their job is to stop Palestinian passersby, to ask for their identity cards, and to write down their details on special forms. You don't move from this place, don't sit down, don't smoke, don't eat, don't talk on your cell phones, says their commander, leaving them alone on the street with their patrol forms. What will they do now? This is the story of two 18-year-old girls who are busy with their own worlds--falling in love, break-ups, and the volatile relationship between the two--in an attempt to ignore the political reality in a city that slowly makes its way into their lives. As women, this film is our own way of soul searching, about our army service and the occupation"
455,454440,Distortion,2005,Drama,"Everyday life in Israel during the ""Intifada"": suicide-attacks, distresses, tensions. A director must present a new theater play but he just can't write a line. His partner, a documentary filmmaker, is preparing the portrait of a former soldier who opened a trade but went into bankruptcy. This man is ruined, his wife has left home, his son got exiled to Australia. The director, desperate, believes that hiring a private detective to follow his wife is gonna put some salt in his life. Without knowing it, the detective becomes the real director of the play which is getting written step by step."
