,Title,Year,Genre,Synopsis,IMDb id
768,The Road to Where,2016,Drama,NA,6126442
769,The Orphan Queen,,Drama,NA,8163406
770,Goscinnosc Hospitality,,Drama,"An adaptation of Aaron Appelfeld's novel 'Night after Night'. In the sixties, a group of Holocaust survivors live together in a hostel in Jerusalem and struggle to revive the Yiddish Language .",10009218
771,Odds or Evens,2012,"Comedy, Drama, Romance","In a city where everything is possible, a guy and a girl are looking for the impossible - a parking place. the story of an hour and a half of two strangers who met in a bar and want to spend the night together but cant find a parking place and thus become 'victims' of the situation and have to deal each with the other, the situation and himself.::Anonymous",11300390
772,Six Million Pieces,2001,"Comedy, Romance","A German girl travels to Israel to help people with disabilities, where she learns a lot about the role of her grandparents in WWII and meets a man who wants to move to Berlin.",2210979
773,Saturday of the Groom,1993,Drama,"The world of Hanna Mendelssohn, an 80 year old widow, disintegrates as the Kibbutz which she helped to found undergoes privatization.",0158185
774,The Soft German,2014,Drama,"Yaki just wanted to make a porn film. As a child growing up in an ultra-orthodox family (very religious), he never even heard about this ""dubious"" genre. Actually, he never even encountered the world of television and film. After shooting his little film, he starts developing his interest in video-art, with the help of his good friend Ricardo. Through this medium he explores the connection between sex and religion, myth and anxiety, body and soul. This is his self portrait.::Anonymous",3907264
775,What a Gang,1962,Drama,"Cheli, 27, is raising her mentally challenged 24yo sister, Gaby, alone. When the social worker finds out that Cheli leaves Gaby alone in the house while Cheli is at work, Cheli is compelled to place Gaby in a day program. For the first time in her life, Cheli shares Gaby's care with someone else; her daily routine collapses and the huge void left by Gaby's absence makes room for a man in Cheli's life in the shape of Zohar, who inadvertently creates a chink in the sisters' symbiotic relationship. While Cheli hangs on to Zohar's love for all she's worth, her inability to have a normal, intimate, and emotional relationship with anyone but her sister forces them into a twisted threesome, where boundaries between love, sacrifice, nurturing, and torturing are crossed.::Liron Ben-Shlush",0057132
776,Dreams,1969,"Comedy, Romance",NA,0133835
777,Once Upon Time,1976,"Drama, Romance","In two days, Omer will hit a milestone; his 30th birthday. Like many his age, he hasn't found himself. But then Omer is hardly looking. Instead he chooses to loose himself among the stacks of books at the local library, where he works. It is a respite from real life. From time to time he goes on blind dates. He meets Danny on one of his dates. 20 years old and full of enthusiasm, Danny dreams of becoming a dancer. Shirley, Omer's little sister, has her own problems. Aside from being Omer's greatest annoyance, she is in an unconventional relationship with, Michal, owner of the city's hippest coffeehouse and her boss. Just when it seems that Omer has completely lost his spark and all seems lost, Enter Ronen, the handsome journalist who ignites the flame Omer has been seeking. Everyone is hoping for a change. They are waiting for the light. The light that will thaw their frozen hearts. But only one person has the answer, Matilda Rose, the alien loving best-selling novelist can solve the issue; Is love dead or are we just looking in all the wrong places?::Yair Hochner",0183603
778,Marriage Tel Aviv Style,1979,Drama,"When darkness falls, temperatures rise in these six stories about late night confessions, intimacy for sale, high speed hookups and full moon frissons. But when the sun comes up and reality reveals itself, will it have all been worth it?",0144502
779,Blaze on the Water,1969,"Animation, Adventure, Family","A boy struggles at home and at school with bullies after his brother is killed. When he befriends and shelters a mythical creature, it helps him outsmart his tormenters and overcome his grief.",0146973
780,Sbank,2013,"Comedy, Drama","FIVE PROFESSIONS, FIVE WOMEN. A feature film comprising five short stories, written and directed by five women directors. The titles of each episode are the professions of the main characters: The Officer, The Babysitter, The Nurse, The Stripper and The Director. This profession does not serve as an ornament, but is at the heart of this film, inseparable from life, from the woman herself. We aspire to present a singular mosaic, unique and timely, of women and their choices in Israel in the 21st century.",5295324
781,Into the Night,1985,"Comedy, Drama, Sport","The Israeli-Palestinian conflict has lasted 100 years. 100 years of war, bloodshed, bitterness, suffering. 100 years of stalemate, intransigence and failed peace deals. And now, it's all over! They've finally found the solution: A game of soccer. The winner gets to stay. The loser leaves forever. And no whining.",0088696
782,"How, What and Why",2020,"Comedy, Romance","Dan Freilich (30), a handsome and dozy nerd, was sure that his life were all planned out for the next 50 years. pretty soon he was also supposed to get married, to his high school sweetheart. That's all you need, isn't it? Apparently not.",15288646
783,Love and Hope,2015,Drama,"A love story between Rahma, her husband Robert, and the ghost of Rahma's beautiful sister Mary. Mary died from the pain of banishment, because she chose an Arab.",4874958
784,Apollo Group Global LLC,2021,Drama,"A successful lawyer (Ashkenazi), who has traumatic memories from his army service, is testifying against his best friend from his unit. His wife, a social-worker (Zorer), is trying to save a poor family named Siton (Garti and Adika). The couple's life collapses when the wife get raped by a gang (lead by Abutbul).",16318368
785,Savage the Man,2017,"Drama, History, War","The testament of a former concentration camp prisoner confronts and turns the lives of two young people from different worlds around, shedding light on the tragic history of their family.",6047312
786,Visa,2013,"Action, Drama, War","Eight Israeli soldiers are sent on a mission to take control of an enemy missile base, but face a deadly counterattack.",3002628
787,Send Me an Angel,2003,"Comedy, Drama, Romance",Three parallel strories of immigrants in Tel Aviv during the Gulf War and about coming together while sealed in a room during the Scud attacks.,0376172
788,Operation Shtreimel,1984,Animation,A group of genetically modified crops battle against a field of wildflowers.,0086053
789,Total Love,2000,Comedy,"The rise of a four-headed girl-pop group and their adventures with a one-track-mind Casanova, who works as their composer and manager.",0270500
790,Messagest Hatzameret,1981,Drama,A once successful novelist tries to revive his fading career by launching a highly inventive scam. He recruits a reckless actress and trains her to assume the somber identity of a lit Masters student. Their lives will alter forever.,0151545
791,Nipagesh Bachof,1987,"Crime, Drama, Mystery","In a rain swept Tokyo, Eko complicates her life by publishing a 'Call For Dreams' ad in a newspaper. As strangers leave descriptions of dreams on her answering machine, a parallel police investigation of a murder in Tel Aviv unfolds.",0177045
792,Good Morning Son,2018,Drama,"Michael and Dana are a married couple, who live an inert life, typical for young people in the big city. An unexpected crisis shakes their world and forces them to make a reckoning of their relationship and life choices.",9046516
793,The Covenant,2013,Drama,"Seventy-eight-year-old Ze'ev Landsman gives in to family pressure and moves into a retirement home. After a botched escape attempt, he is forcefully returned to the home by his son and daughter-in-law. Although he is now closely watched, Ze'ev refuses to give up on his escape plans. Ze'ev grudgingly accepts the assistance of fellow resident Arye Freund, and the two form a strong bond of friendship as they plan the ultimate escape.::Anonymous",3296724
794,Dream No More,1948,"Comedy, Drama, Musical","Pagan priestesses unveil a web of intrigue, betrayal and redemption in this Apocryphal psychedelic-rock re-telling of The Passion.",0042414
795,The Real Game,1980,"Comedy, Crime, Drama","Hezi, a foot soldier in an organized crime organization, and Nina, girlfriend of the big boss, set off together on a yacht, on a drug smuggling mission. Hezi wants to get home as quickly as possible. That evening, the finals of the Israeli reality show ""Survivor"" will be on television and he is a devoted fan. However, Nina is at the helm of the yacht and she has other plans. What should be a simple operation gradually becomes more and more complicated, and is turning into a real journey of survival.::South Film Festival",0148477
796,The Pracht Inn,2014,Drama,"Shaul and Rami are best friends, 40 years old. Both are in unhappy marriages, but Rami has found comfort in the arms of a Russian immigrant with whom he's having an affair.",3824034
797,Tayara,2009,Drama,NA,9613332
798,Hanna's Journey,2013,"Drama, Music",NA,2429414
799,Beautiful Valley,2011,"Drama, Family","A group of children embrace an eccentric old man, and working together, build a ship on a rooftop.",1484074
800,Yoni,2002,NA,NA,0469863
801,"April 7, 1980",2020,NA,NA,9869564
802,Lemon Popsicle: The Party Goes On,2001,"Drama, War","A month after the end of Yom Kippur war David faced with the absence of his childhood friend, a tank crew member who disappeared during the war.",0289730
803,Ha-Trempist,1972,Comedy,Bumbling private detective Schwartz and his equally inept part Simcha are hired by a man to find out if the man's wife is cheating on him with the family doctor. The blundering duo run afoul of mobsters and experience other mishaps during their investigation.::Woodyanders,1388371
804,The Male Gaze: The Heat of the Night,2019,Drama,NA,10638354
805,Abulele,2015,"Drama, Music, Romance","Ariel is about to make a crucial decision that will change her life-Should she stick with her loving partner, or search for that one true love. To her best friend, Keren, the answer is obvious-dreams apart and reality apart, and in reality, Ariel has a good relationship. Ariel chooses, to break up with her partner, and the decision rocks her life, and tests Keren and Ariel's friendship. The constant dialog between the two, encompassing logic and emotion, reality and dream, love and friendship, becomes sharper and bitter, until a fight makes Ariel leave and begin looking for a new way. 'The Cave' is an adaptation of Plato's the cave allegory, from a realistic viewpoint on relationships, love, and what binds them together.::Anonymous",4937208
806,Bethlehem,2013,Drama,"A boy and a girl wake up in bed one morning, naked. The children's mother died a few weeks earlier. Before she died she asked her children to find their birth father who left them when they were still babies. Their quest in search of their father leads them to hospitals, nursing homes and holding cells. In the course of the quest the brother and sister meet people who provide them - like in parallel quantum universes - a glance into what their future lives may hold for them. Is this a world suitable for these two young souls? Will they change their nature in order to survive? Based on a true story, this independent film is unique in its cinematic storytelling, provocative and sometimes non politically correct, yet on the other hand thought provoking and soul penetrating.::The Rabinovich Foundation",2915160
807,Shem,2004,Drama,Gili changes schools and hooks up with the most popular guy to improve her social status. He passes her off to friend after friend and the lines of consent begin to blur.,0406214
808,And Then She Arrived,2017,"Drama, History",A drama centered on an orphaned Palestinian girl growing up in the wake of Arab-Israeli war who finds herself drawn into the conflict.,7196880
809,My Lovely Sister,2011,"Animation, Drama, Fantasy",A stop-motion animated story about people living in a Sydney apartment complex looking for meaning in their lives.,1980315
810,Wild Dogs,2007,NA,"First, take children with a football magic touch and dreams of the sport's world of glory. Then, mix them with adult committee-agents, coaches, family members - and get Green Dreams. A documentary film tracking the commercialization produced by the early maturation of innocent childhood dreams.::Keren Alexander",0791140
811,Kaddish,2019,Drama,"On his way to his special tree, Yigal meets an old friend who discovers how much he changed and how little she knew him.",9643286
812,Five Days in Sinai,1968,Drama,"Heading out to a stressful day at work, Mori, a devoted family man, is completely unaware of the tragic mistake he has just made. We Had a Forest touches on an unfathomable and horrifying human failing.",0133838
813,Yana's Friends,1999,Drama,"An encounter between two people, both outsiders to the 'normal' society, forces them to take the painful path towards maturation.",0162909
814,The Wild Bunch,,"Drama, Sci-Fi",NA,1021002
815,Pinups und ein heißer Typ,1981,Comedy,NA,0082908
816,The Monkey House,,Sport,NA,10629360
817,Call for Dreams,2018,NA,NA,7520672
818,Tel Aviv,2021,Drama,"To pay off a debt, two friends venture to the desert to pick up a package.",11234550
819,Ha-Derech L'Ein Harod,1990,"Drama, Romance",NA,0100359
820,Holy Whores and Heretics the Secret Life of Mary Magdalene,2016,Drama,Three filmmakers document the lives of Jews and Arabs in Jerusalem's Old City. Three days into filming Dani Dagan Israeli Journalist disappears and is never heard of since.,5932646
821,Leave My Wife Alone,1989,Drama,"Witness and explore a whole range of emotions and desires in this series of stories about the lesbian experience. From rediscovering a lost parent in Israel, coming of age in rural Appalachia, finding love in friendship through meditation and imagination, to fending off the competition in a boot-making contest in New Mexico - what Upon Her Lips proves is that variety is the spice of life.::NQV Media",0133714
822,A Brief History of Love,1996,Drama,A coming of age tale of the unlikely bond between a kindly British soldier and a spirited Jewish boy set against the backdrop of the birth of the State of Israel.,0135503
823,For the Sake of the Dog,1979,Drama,"A Palestinian-Israeli boy named Eyad is sent to a prestigious boarding school in Jerusalem, where he struggles with issues of language, culture, and identity.",0148863
824,Morning Star,1980,"Drama, War",A beautiful woman who survived a concentration camp goes to Israel in 1948 to track down her Nazi husband who had betrayed her.,0151236
825,Dreamboat,1964,Drama,"Ami Susetz, an Israeli artist, abandons his wife and daughter in New-York, and comes back to his home land after years of absence. Susetz wishes to decipher his constant feeling of failure as a human being, as a family man, as an artist. His best friends were killed in war, his paintings were burned not without intent. He has no past and no future. Back home Susetz reunites with his dying father, with his mother, who unsuccessfully tries to understand her son, and with a childhood friend, Ansberg, now a philosopher/homeless. Ansberg has adopted unusual methods in order to bring love back to Tel-Aviv and expects ""conscientious"" Susetz to assist him in that. Susetz cannot be a ""conscientious"", or anything else for that matter, not before he resolves his own personal fate: who is he, why was he born, why does he live. Ami Susetz decides to make a movie, about himself, his parents, his hometown Tel-Aviv, and about all that constitutes the puzzle we call human life. His movie fails in resolving the pattern but ironically becomes a commercial blockbuster. At the end of the day, the movie gets burned, just like the paintings, not without intent.::Joel Greenberg",0058699
826,Angesichts der Wälder,1996,Comedy,"A Comic drama that tells the story of the Geva family - a bourgeois family from Jerusalem. When the mother of the family, Ora, goes into a coma after a car accident, the family members try to bring her back in every way possible.",0106282
827,Visions of the Holy Land,1996,Drama,NA,0146343
828,InSight,2003,"Comedy, Drama",NA,5586694
829,The Ring's Journey,2017,Drama,"This film describes Israel as a country already far beyond identity crises in which anarchy is everywhere, violence is the norm and life is ruled by the world view of ""the stupid, the evil and the corrupt"".",12849978
830,"Irit, Irit",1985,Drama,"Based on a true story from the director (Naomi Haklai Shachar), ""Between the Pieces of Life"" follows Emuna (Adi Ben Ezra) who lived on the street for several years after escaping her home, describing the dilemma, risk and painful internal war between self-love and self-hatred she has to deal with as a result of her actions.::Between the Pieces of Life - Filmmakers",0148340
831,Manpower,2014,Drama,Tami wants her old life back after taking her paralyzed son to home care.,3247816
832,Sudden Birth and a Wolf,2011,Drama,"Mira Segal wakes up screaming one morning to discover that her husband has disappeared. The police open a Missing Person file and advise her to wait. As weeks turn into months, Mira continues to search for him while exploring her own desires and the guilt of not wanting him back.::Haifa Film Festival",2123224
833,S#x Acts,2012,Drama,"16 year old Jewish Mina, is trying to navigate between a surreal routine dictated by the civil war in Ethiopia and her last days of youth with her Christian boyfriend Eli. When she discovers that her family is planning to immigrate to Israel and escape the war, she weaves an alternate plan in order to save Eli. But in times of war, plans tend to go wrong. Marsha's coming of age film debut film is based on her childhood memories of a civil-war-torn Ethiopia.",2278284
834,Miral,2010,Drama,"Israel 1948. A house by the sea in Jaffa, from which Palestinian families have had to flee in haste, becomes the home of Jewish survivors who managed to escape the inferno in Europe. Out of the turmoil of their existence, under the shadow of the unresolved conflict between Jews and Arabs, rises a desperate cry for::Haifa Film Festival",1366409
835,$9.99,2008,Drama,"Charlie tries to clean himself off drugs, with the help of his prison cell mate Shlomo. Althou coming from different background they manage to build a true friendship.",0790799
836,Broken Mirrors,2018,History,"Excerpts from six hours of interviews with Ben Gurion, his friends, family, and also detractors, reconstructing important landmarks from his life.",6723102
837,Fariba's Tree,2011,Drama,Cafe Tales is the story of five Israeli men and their efforts to save a local cafe from demolition. The film addresses in a comical and usually edgy way the ironies of fate and the ...                See full synopsis »,3994150
838,We Had a Forest,2016,"Drama, Animation",NA,5844526
839,Who Are You to Me?,2010,"Drama, Romance",Based on a novel by Amos Oz..,1826755
840,Heart of Stone,2008,Drama,"In Tel Aviv, people prepare food, eat, make love, get pregnant, and die. Can one find peace in this life, asks one character at a wake; can there be an act of freedom in this modern life, asks another. Goldman's much-despised father has died; his friends Caesar and Israel set off for the funeral. They miss it, but go to Goldman's house later. Caesar has women troubles: his son from a previous marriage is ill; he's promised marriage to two women of opposite temperament. Israel has a girlfriend toward whom he's hot and cold. Goldman's mother is living in the past. Friendship, family, love, and memories may not in the end help characters find peace or freedom.::<jhailey@hotmail.com>",7479170
841,Gomrim Holchim,2012,"Comedy, Drama, Romance","After an injury upends her ambitious career as a dancer, Mia escapes her life in Tel Aviv for a temporary stay in Brooklyn. Looking for meaning and a new lease on life, she accepts a cat-sitting gig and seduces its owner, hoping to bring back the part of her she fears to have lost forever.",9043228
842,World Group Quarter Finals: Israel vs. Russia (Davis Cup 2009),2009,Drama,"Michale is a thirty year old woman. She works with her father in a Tel Aviv accounting office providing services to important religious institutions. She divides her time between her child, her husband, her work and the man with whom she is having an affair. When Michale learns of the tragic death of her lover, her life is shattered::Noah Harlan",7370226
843,A Whole Generation Demands a Dream,1997,Drama,"Noa has unconventional relationships with her doctor, with her neighbor and with a young soldier. Sleepless, she wanders around, trying to find her place in the world, willing to do anything to get some warm attention.",0165539
844,Desert's Edge,,"Comedy, Drama","A sham marriage for the sake of a UK residence permit, starts off a partnership between an Israeli man and British woman. An almost-mute narrative unfurls, built on images and aesthetics; making quiet and unsettling observations about differences in culture. This is a black comedy, examining couple hood when it gropes around for compassion and love.::Anonymous",4623842
845,Haya O Lo Haya,2003,Biography,NA,0330375
846,The Golgothan Terror Plot,2009,Comedy,NA,1518303
847,Different Sky,2006,Drama,NA,7217158
848,The Little Traitor,2007,Drama,NA,0818170
849,A Borrowed Identity,2014,"Drama, Romance",NA,2841572
850,Judith,1966,Romance,A lonely dancer has her life changed when she falls in love with a social activist.,0060568
851,Temptation,2002,Comedy,NA,0392613
852,Hill Start,2014,Drama,NA,3919692
853,All My Loving,1986,"Comedy, Drama","A masseur has very capable ""electrical"" hands for the women who come to him. He begins to take a special interest in three of his clients to whom he offers treatment in a more intimate setting, his mother in-law's apartment. A series of misunderstandings, intrigues and some wrong timings lead him to be falsely accused of rape. He goes to jail but still awaits a happy end.::Anonymous",0143347
854,Lupo Goes to New York,1976,Drama,"Realistic Drama. Omri, a young soldier, was injured in a military operation. His loving family and loyal friends are fighting to bring him back to life. They all go through emotional, funny and human moments which connect them to Omri and to each other.::Haifa Film Festival",0151418
855,And on the Third Day,2010,Drama,NA,1619481
856,Vasermil,2007,"Drama, History, Romance","The story of the Ovitz dwarf artists who survived the experiments of Mengele at Auschwitz and continued their legacy of entertainment and art as they re-established themselves as the Lilliput Troupe in Haifa, Israel.",1124001
857,Planted,2019,"Comedy, Drama",A love story between two people from different cultures and the relatives who manage to separate them until the lovers again find each other.,10118092
858,Max Baer's Last Right Hook,2006,Comedy,"Depressive Johan turns 30 and wants to die. Instead, he is chosen out of his German university classmates to go to Israel on a student exchange program. Ruth, an Israeli music student, finds inside Franz Kafka's ""The Metamorphosis"", in the university library, a single strand of hair. An unexpected coincidence makes her match the hair to Johan's and the two fall in love. Ruth, who functions in the relationship as a scientist of love, turns Johan into a tool with which she tests the borders of their relationship as well as of different social conventions. During the week between Holocaust day Memorial and the Israeili Independence day, the two roll through worship rituals of death, memory and love, which leads them towards a common, inevitable fate.::South Film Festival",1059811
859,The Journey to Planet Minimik,2013,"Family, Music",NA,3308710
860,Naomi,2010,Drama,NA,1666165
861,White Night,1995,NA,NA,0116843
862,42:6 - Ben Gurion,1969,Drama,An excursion trip gone wrong once a group of friends get stuck on a mountain. Their historical pasts begin to unfold into unsettling situations once they open up to the village people.,0149563
863,Sipuray Bate Kafe',2003,"Drama, Thriller","On the day he is released from prison, Yisarael appears on the doorstep of the woman whose life he had changed. A weird relationship develops between the two.",0386041
864,Joseph the Dreamer,1962,Drama,NA,0056125
865,Black Box,1993,"Drama, Music",NA,0110287
866,Shalom (Wayfarer's Prayer),1973,"Drama, Romance","A year after being widowed, Peter, a 60 year old business man, is looking obsessively for a new relationship. He meets Noga who is divorced and has a girl, Nelly (16). Peters' son Rami (18) tries to deal with the loss of his mother through drugs. There is an unsettled score between Rami and his father because of the lack of attention in the past, and because of his parents' bad relationship. The four authentic characters in this director's autobiographical film look for human contact, for warmth, for security, they try changing their lives for the better, to give them new meaning, they try to find love and fulfill their dreams with their new lovers, their parents and children.",0152387
867,Full Gas,2019,Drama,NA,9733362
868,Snowland,2020,Drama,The conjunction of creativity and death through the confrontation between a film director and the subject of his creation - a gifted piano player who became a criminal.,9733150
869,Once There Was a Girl,2016,Musical,"Experience the pain of Egyptian slavery through the eyes of Moses' mother as she sets down her baby in to the Nile, the loyalty of Ruth as she pledges herself to Naomi and her God, and the turmoil of the Jews in Babylonian exile. Face the challenge with Esther as she risks her life to plead for her people, and see the suffering of the Jews in Jerusalem under Roman occupation. In the dark centuries following, The Covenant brings you to Shabbat tables of the persecuted Jewish families in Diaspora, ending in the Warsaw ghetto, and culminating in the Holocaust and the promised rebirth of the Jewish State in 1948.::Bridgestone",5594412
870,The Wooden Gun,1979,Drama,NA,0144585
871,Janusz Korczak,2004,Biography,"Lt. Col. Jonathan Netanyahu was the commander of Israel's famous General Staff Reconnaissance Unit. Jonathan, known to family and friends as Yoni, was killed in action during the famous raid to free the hostages, posthumously named ""Operation Jonathan"" in his memory. The film features rare interviews with Yoni's family, friends, army comrades and commanders, with never-seen-before film footage from the personal archives of the Netanyahu family.::Ulf Kjell Gür",0469861
872,For a Change,2018,Drama,NA,13136008
873,BaKavod Sheli,2004,"Action, Comedy, Sci-Fi","Incited by a disillusioned young man who has decided to flee from civilization, a group of 4 people go searching for freedom and happiness on an isolated island . When their boat goes astray and they are left without food, their animal instincts take over, bringing the film to its catastrophic end.::BFI",8317822
874,"Ha-Tzel, Shel Hachiuch Shelchah",1998,"Crime, Drama, Romance","Two rent boys, hired by a trick to perform together, develop a relationship.",0162717
875,Spiral,2013,Drama,The son of a family of Iranian farmers in Israel rebels against his strong-willed father.,13694588
876,April Fool,1989,Drama,NA,0126279
877,Belfer,1978,Comedy,"Oded wants to look cool in front of his boss, so he lies about knowing a secret beach in Sinai peninsula. Moti, the crazy CEO, decides to take Oded, and two other employees, to the terror-stricken peninsula.",0133407
878,West Side Girl,1979,"Adventure, Comedy, Drama","Mulli, an Israeli young man, looses his backpack en route to Cairo and instead heads off to a surreal quest around the streets of Tel Aviv and Israel.",0151709
879,Out of the Blue,2008,"Drama, Mystery",An ex-SS officer and his gorgeous wife find a refuge living in Eilat. A mysterious stranger appears from their past.,1290398
880,The Babysitter,1993,"Comedy, Drama, Romance","Stuck in existential boredom, two high school students start a bold and complex project: kidnapping their entire school. What was supposed to be an end-of-year film will become a chilling documentation of the chain of events that follows.",0143739
881,7 Dwarfs At Auschwitz,,Drama,NA,9062988
882,My Margo,1969,Drama,"Through her camera lens, Yael, a 30-year-old street photographer explores and discovers who she really is, dealing with a dark secret revealed about her beloved father.",0064707
883,Sarit,1974,"Action, Drama","On the eve of the second Passover holiday, a squad of five commandos from the PFLP cuts the northern border fence and penetrates into Kibbutz Misgav-Am. Their mission is to take hostage the Kibbutz members in order to negotiate the release of prisoners held in Israeli jails. But that night, most Kibbutz members are away on a concert and the Kibbutz is half empty, a light comes on in one of the small kibbutz houses, making it the target for the commandos to break into. When they realize this is not a family home but rather the dormitory for the very young children of the kibbutz, it's already too late. When the Kibbutz members understand what has happened, the PFLP commandos barricade themselves with their hostages: three children aged three and four, two babies of less than a year, and the young guard who volunteered to watch them that night.",0152288
884,Festival Shirei Yeladim,1980,Drama,"Set in mid-70's, 12-year old Dvir Avni navigates between the equality values of his home-born Kibbutz and the relationship with his undermined mother, whom the Kibbutz members will to denounce.",0133762
885,Itach Lanetzach,1997,"Drama, Thriller, War","Tells the story of the complex relationship between an Israeli Secret Service officer and his teenage Palestinian informant. Shuttling back and forth between conflicting points of view, the film is a raw portrayal of characters torn apart by competing loyalties and impossible moral dilemmas, giving an unparalleled glimpse into the dark and fascinating world of human intelligence.::Bethlehem",0157839
886,Du-Krav,1993,Drama,"A 40-year-old writer returns to his family house where he was raised and that he escaped after half a lifetime - to face his brother who stayed instead, inherited their family bakery and married the woman who they both loved.",0133724
887,Tikvah,2022,Comedy,"Gershon is faking a requirement call for him from the Army so he can leave home to spend the weekend in Eilat with his young secretary but what he do not know is that his wife planning the exact same, see what happens when he realizes they are sharing same hotel.::Ronen Vaknin",19050418
888,Dangerous Acts,1998,Drama,NA,0163595
889,Z'man Emet,1991,Drama,"Shadowed by a strict, military father who inflicts severe methods of punishment as a form of discipline, seventeen year old Ariella commits a grave error that her father isn't willing to punish her for. Seeking a punishment of her own, Ariella embarks on a dark quest where she will discover a secret to her father's past that will lead them to confront one another.",0102763
890,Rita Shem Zemani,2007,Drama,"In a dystopian future, the Israeli army keeps the population in check because of water scarcity but Saul Jordan, an activist journalist, finds out that it is an invention and tries with the help of a Palestinian tramp to spread the news from a small radio station improvised in the desert, inciting fellow countrymen to the resistance and the struggle for freedom. Wanted throughout the nation, the two during an escape take hostage to an army colonel and the group of his collaborators, including the sexy Liora (Alessandra Mussolini).",6790658
891,Islands on the Shore,2003,Drama,"A suicide bomber becomes dependent on the kindness of strangers when his explosives won't detonate, giving him time to meet some of the people he's targeting.",0381283
892,A Matter of Reputation,2001,Drama,"Immigration police officer Meir, returns from a tour to Buchenwald concentration camp,a prize for decorated policemen, to a brutal deportation of African labor immigrants. A story of manhood in crisis, Manpower is an ironic yet compassionate film about belonging and upheaval, exile and immigration, home and family.::Anonymous",0289366
893,Janem Janem,2005,Drama,NA,0833474
894,Ben,1997,Drama,NA,0143131
895,On the Fringe,1987,"Drama, Music",NA,0133600
896,Anthrax,2017,"Drama, Romance, War",NA,8717236
897,Foreign Sister,2000,"Action, Adventure, Drama",The secret that held the key for their survival was buried in the sands of time. This is the story of an epic journey that takes place between the present and first century Palestine.,0256587
898,Good Boys,2005,Comedy,A candid camera comedy where hidden camera films unsuspecting street passers-by reacting to comic situations the filmmakers set up.,0462726
899,Baba Joon,2015,Drama,The love story of a young man who is attached to an older woman until the appearance of a younger girl interrupts him. He has an affair with the younger girl but his love for the older woman makes him return to the nursing home.,3757218
900,Shiva,2008,Drama,"For Ze'ev, loneliness has never been this tangible. In his sixties, his wife leaves him for another man, and he remains alone with his thoughts, mistakes, jealousy and a faint lust for life and love. Straight from the heart of this restless life, a sudden birth might arrive, to which there was no preceding pregnancy; and perhaps, it won't arrive at all...::Anonymous",1260396
901,Four by Four,2016,"Crime, Drama",A street-smart troublemaker falls in love with the daughter of a respectable man.,6024062
902,Planet Blue,1995,Drama,They were three friends who grew up in a boarding school for abandoned children. They separated but they swore to find each other.,0112699
903,The Customer of the Off Season,1970,Drama,"Based on the true story, of the Jews escaping Komarom in Hungary while it was under Soviet Occupation following the Nazi regime.",0147125
904,Untitled Project,2021,"Drama, History",NA,15436012
905,Amor,2016,Horror,Revelation is a post-apocalyptic horror drama in which four separate but interconnected stories showcase the trials and tribulations of characters trying to find their way and survive this new world of uncertainty.,4531764
906,Snapshot,2016,Drama,"The story of Ella, a 30 year old mistress, who wants to mourn the death of her desist lover but can't seem to find a way to do so without reviling their affair to his family.",6583298
907,The Ballad of the Weeping Spring,2012,Drama,An Israeli soldier and a Palestinian teenager are trapped in a basement under the ruins of house that the IDF demolished in the West Bank city of Ramallah.,2378091
908,Sweet Mud,2006,Drama,NA,0498846
909,Bulgarian Rhapsody,2014,"Comedy, Romance, Sci-Fi",An Israeli-Lithuanian scientist is asked by a Russian oligarch to develop software that will match people around the world.,3541358
910,Esau,2019,Drama,"This film about an expressive and intelligent 13-year old boy captures the cultural richness and social complexity of a Jewish boy's life in Tunsinia, North Africa. Based on the autobiographical novel by sociologist Albert Memmi.",6458566
911,Ve'Lakhta Lehe Isha,2004,Drama,"A single father who shares an apartment with his mother, older brother, and daughter. His challenge is to let go of his daughter in order to protect her from the same destiny.",0426279
912,Ahavot VeShekarim,2008,Drama,NA,8315028
913,Growing Pains,1980,"Biography, Drama",NA,0148612
914,Maktub,2017,History,"Over seven decades ago, The Declaration of Independence of the State of Israel was drafted. Every word and comma led to hours of debate. The declaration was signed, the State established, but the debate still rages.",7252000
915,Sof Shavua B'Tel Aviv,2008,"Adventure, Comedy","At the age of 18, at his birthday party, Udi experienced the trauma of his life. His childhood sweetheart, Raphaela, leaves him and kisses his brother Lior who is a year younger than him and plays basketball for Maccabi Tel Aviv. Udi holes himself up in his room for three years, disconnecting from any human contact, puts on weight and dedicates his life to Lord of the Rings. When Udi is 21, Lior informs him that their grandmother has passed away and left a will stating that if Uri marries within a month, Udi will receive five million dollars. If he doesn't get married, the money will go to the Friends of the Earth charity in Jaffa. Their grandmother also enclosed a ring with a mysterious power - it is electrifying. If a girl will put it on and doesn't love the guy it will electrify her finger. Udi comes to the decision to leave the room himself and search for a bride in the outside world. A few others join him on this journey: Raphaela, now an up-and-coming model, Lior and Bechor, Lior's delinquent childhood friend. Lior and Bechor are both gay and in the closet and they are both terrified by it. Udi looks for a bride amongst various unusual girls (a transvestite, a dwarf, a Bedouin) who for one reason or another remind him of characters from Lord of the Rings.",1043869
916,Carmel,2009,Drama,NA,1399533
917,The Last Love of Laura Adler,1990,Comedy,NA,0133343
918,Scar,1994,Comedy,NA,0162716
