,Unnamed: 0,Title,Year,Genre,Synopsis,IMDb id,Wiki Title,Wiki Plot,Wiki Summary
801,801,Lelakek Tatut,1992,"Drama, Music, Romance",,151326,List of Israeli films of 1992,,"A list of films produced by the Israeli film industry in 1992.

"
802,802,Nikmato Shel Itzik Finkelstein,1993,"Comedy, Fantasy",,107690,Revenge of Itzik Finkelstein,,"Revenge of Itzik Finkelstein (translit. Nikmato Shel Itzik Finkelstein) is a 1993 Israeli fantasy comedy film directed by Enrique Rottenberg. It stars Moshe Ivgy, Estevan Gotfreed, Dvora Halter-Keidar and Shmil Ben Ari. Critically acclaimed, it won the Ophir Award for Best Film. The film was selected as the Israeli entry for the Best Foreign Language Film at the 66th Academy Awards, but was not accepted as a nominee.

"
803,803,Mishpahat Tzan'ani,1976,Comedy,"A young, enterprising comedian makes his way up the ladder of success.",143688,Boaz Davidson,,"Boaz Davidson (Hebrew: בועז דוידזון, pronounced [boˈaz ˈdavidson]; born 8 November 1943) is an Israeli film director, producer and screenwriter. He was born in Tel Aviv, Israel and studied film in London at London Film School.

"
804,804,Matzlema Bli Busha,1988,Comedy,A story about two neighbours and their families during a weekend.,147037,List of Israeli films of 1988,,"A list of films produced by the Israeli film industry in 1988.

"
805,805,Fishke Bemilu'im,1971,"Comedy, Drama","Israel's top secret unit receives a new soldier (which is not a soldier but a Rabbi) who comes to take care of his friend that joined the Unit, and to take care that the soldier will pray and believe in god and his Mitzvoth.",67101,List of Israeli films of 1971,,"A list of films produced by the Israeli film industry in 1971.

"
806,806,Le syndrome de Jerusalem,2008,Biography,The life story of legendary Israeli poet Yona Wallach.,929285,Jerusalem,,"Jerusalem (; Hebrew: יְרוּשָׁלַיִם Yerushaláyim; Arabic: القُدس al-Quds) is a city in Western Asia. Situated on a plateau in the Judaean Mountains between the Mediterranean and the Dead Sea, it is one of the oldest cities in the world, and is considered holy for the three major Abrahamic religions: Judaism, Christianity, and Islam. The city straddles the Green Line between Israel and the West Bank; both Israelis and Palestinians claim Jerusalem as their capital. Israel controls the entire city and maintains its primary governmental institutions there while the Palestinian National Authority and Palestine Liberation Organization ultimately foresee it as the seat of power for the State of Palestine. Due to this long-running dispute, neither claim is widely recognized internationally.Throughout its long history, Jerusalem has been destroyed at least twice, besieged 23 times, captured and recaptured 44 times, and attacked 52 times. An excavated portion of the ancient city shows first signs of settlement in the 4th millennium BCE, in the shape of encampments of nomadic shepherds. During the Canaanite period (14th century BCE), Jerusalem was referred to as Urusalim on ancient Egyptian tablets, which probably referred to Shalim, a Canaanite deity. During the Israelite period, significant construction activities began throughout the city in the 9th century BCE (Iron Age II), and by the 8th century BCE, Jerusalem had developed into the religious and administrative centre of the Kingdom of Judah. In 70 CE, an unsuccessful Jewish revolt against the Romans resulted in the destruction of the city and the Second Temple. In 1538 CE, the surrounding city walls were rebuilt for a last time under Suleiman the Magnificent of the Ottoman Empire. Today, these walls define the Old City, which has traditionally been divided into four sections, individually known since the early 19th century as (going clockwise from the southeastern end): the Jewish Quarter, the Armenian Quarter, the Christian Quarter, and the Muslim Quarter. The Old City became a World Heritage Site in 1981, and has been on the List of World Heritage in Danger since 1982. Since 1860, Jerusalem has grown far beyond the Old City's boundaries. In 2015, Jerusalem had a population of some 850,000 residents, comprising approximately 200,000 secular Jewish Israelis, 350,000 Haredi Jews, and 300,000 Palestinian Arabs. In 2016, the city's population was 882,700, of which Jews comprised 536,600 (61%), Muslims comprised 319,800 (36%), Christians comprised 15,800 (2%), and unclassified subjects comprised 10,300 (1%).According to the Hebrew Bible, the city was conquered from the Jebusites by the Israelite king David, who established it as the capital of the United Kingdom of Israel. David's son and successor, Solomon, later commissioned the building of the First Temple in the city. Modern scholars argue that Jews branched out of the Canaanite peoples and culture through the development of a distinct monolatrous—and later monotheistic—religion centred on El/Yahweh. These foundational events, straddling the dawn of the 1st millennium BCE, assumed central symbolic importance for the Jewish people. The sobriquet of ""holy city"" (עיר הקודש, 'Ir ha-Qodesh) was probably attached to Jerusalem in post-exilic times. The holiness of Jerusalem in Christianity, conserved in the Greek translation of the Hebrew Bible that was adopted by Christians as the Old Testament, was reinforced by the New Testament's account of Jesus' crucifixion and subsequent resurrection there. In Sunni Islam, Jerusalem is the third-holiest city after Mecca and Medina in present-day Saudi Arabia. This is due to its status as the first qibla (the standard direction for Muslim prayers) before Mecca. In Islamic tradition, the Islamic prophet Muhammad made his Night Journey to Jerusalem in 621 CE, from where he ascended to heaven and spoke to God, according to the Quran. As a result of all of these events, despite having an area of only 0.9 km2 (3⁄8 sq mi), the Old City is home to many sites of seminal religious importance; namely the Temple Mount (also known as Al Aqsa or Haram al Sharif) with the Dome of the Rock, Qibli Mosque and Western Wall, as well as the Church of the Holy Sepulchre.
Today, the status of Jerusalem remains one of the core issues of the Israeli–Palestinian conflict and its peace process. During the 1948 Arab–Israeli War, West Jerusalem was among the areas captured and later annexed by Israel while East Jerusalem, including the Old City, was captured and later annexed by Jordan. However, during the 1967 Six-Day War, East Jerusalem was captured from Jordan by Israel, after which it was effectively annexed and incorporated into the other Israeli-held parts of the city, together with additional surrounding territory. One of Israel's Basic Laws, the Jerusalem Law of 1980, refers to ""complete and undivided"" Jerusalem as the country's capital. All of the institutions of the Israeli government are located within Jerusalem, including the Knesset, the residences of the Prime Minister (Beit Aghion) and President (Beit HaNassi), and the Supreme Court. While Israel's claim to sovereignty over West Jerusalem is more widely accepted by the international community, its claim to sovereignty over East Jerusalem is regarded as illegitimate, and East Jerusalem is consequently recognized by the United Nations as Palestinian territory that is occupied by Israel."
807,807,Yona,2014,Comedy,"A young Israeli freshly returned from India who is madly in love with a Russian prostitute, decides to kidnap her from her Georgian pimp and in order to do so, he borrows a gun and steals a taxi. But problems start when he realizes that the cab is not empty and he finds himself dragging the passengers into his plot: a young and sexy soldier girl who just broke up with her boyfriend, a new age waitress on her way to a meditation festival, a yeshiva student conveying a sacred Streimel and a French civil servant who suffers from the Jersualem Syndrome and believes he is the Prophet Jonah.They join forces to free Ivana and starts running for their lives towards the desert, into a unique experience of tolerance, freedom and bonding.",2315388,Yona (film),,"Yona (Hebrew: יונה) is a 2014 Israeli drama film directed by Nir Bergman. It was nominated for the Ophir Award for Best Film.

"
808,808,Matok Ve'Mar,2007,Drama,"Ran directs a successful international investment company. He is married to Dana and they have two children. Keren, a musician, is married to Leon, an attorney. David is a successful gynecologist, who lives with his boyfriend Gal. No one knows his true sexual identity, so Ran sets him up with Daniella, his secretary. A quiet evening together is interrupted by the unexpected arrival of a fortune teller. Her prophecies disturb the group's fragile harmony and each of these people's lives begins to unravel. Ran is faced with an unnerving request: his 82-year-old mother is suffering from Alzheimer's and asks her son to help her end her life. Dana must decide whether to keep the child she is carrying and tell her husband that he is not the father. Keren and Leon are at a crossroads; Leondoesn't want to have children, Keren does. David needs to choose between Gal and his desire for a conventional family and children. Daniella is tired of looking for love and must decide whether David is the one.The emotional chaos in these people's lives forces them to account for their actions. Will they be able to live with their decisions?",1063685,Tzufit Grant,,"Tzufit Grant (also spelled Tzofit; Hebrew: צופית גרנט, born 13 November 1964) is an Israeli actress and former host of the television show Milkshake. She was born in Petah Tikva, Israel."
809,809,Tetragrammaton,2017,Animation,"A comics about superhero philosophers, who get involved in various predicaments and try to utter God's name.The movie is made up of eight episodes, each in its own genre. There are detective stories, a Western, a thriller, a conspiracy movie, horrors, and comedies - It is a fantastic voyage through the jungle of reason.",7238436,Equilibrium (film),,"Equilibrium is a 2002 American science fiction film written and directed by Kurt Wimmer, and starring Christian Bale, Emily Watson, and Taye Diggs.
The film follows John Preston (Bale), an enforcement officer in a future in which feelings and artistic expression are outlawed and citizens take daily injections of powerful psychoactive drugs to suppress their emotions. After accidentally missing a dose, Preston begins to experience emotions, which makes him question his morality and moderate his actions while attempting to remain undetected by the suspicious society in which he lives. Ultimately, he aids a resistance movement using advanced martial arts, which he was taught by the regime he is helping to overthrow.

"
810,810,Machboim,1980,Drama,Twelve year-old Uri reports his teacher Balaban as a suspected spy when he observes him meeting with a young arab man. Only later does he discover that Balaban's interest in the young arab is romantic rather than political.,130834,List of Israeli films of 1980,,"A list of films produced by the Israeli film industry in 1980.

"
811,811,7 fois... par jour,1971,"Adventure, Comedy, Fantasy",A Canadian/Israeli coproduction fantasy sexploitation comedyg by,135741,Rosanna Schiaffino,,"Rosanna Schiaffino (25 November 1939 – 17 October 2009) was an Italian film actress. She appeared on the covers of Italian, German, French, British and American magazines.

"
812,812,Hashod Haahron - The Last Robbery,2021,"Comedy, Crime, Drama","Singer Avi Biter needs to perform one last robbery to regain his first love - Margaritha. During his quest for love and money, he learns a valuable lesson about friendship and the history of the Jewish people.",20221848,NA,NA,NA
813,813,Moishe Ventilator,1966,Comedy,"Moishe Ventilator (played by Jacob Bodo), is a soldier who advocates saving in every situation - causing him to be thrown out of a position for a position in the military. His compulsive frugality disrupts the activity of a hostile spy, without any real intention",60710,List of Israeli films of 1966,,"A list of films produced by the Israeli film industry in 1966.

"
814,814,B'Shivim Ushtayim Lo Hayta Milhama,1995,"Drama, War","Somewhat autobiographical, the film opens right after the 6 day war, when Israelis euphoric with victory and the kids dress up as the captured Western Wall in Jerusalem. Now it is 1972. The film centers on a young boy, who is failing in school, and grounded from going on Passover trips with his classmates. Instead he must visit private academies (including military school) with his parents, who want him to do better in school. Foreshadowing to the coming war in 1973 and the defeat of euphoria.",112428,List of Israeli films of 1995,,"A list of films produced by the Israeli film industry in 1995.

"
815,815,Hatta Ishaar Akhar,1994,Drama,"1964, a village in Galilee. The Mukhtar collaborates with Israeli military rule. Someone is forging work permits, and the Mukhtar's son and a steady metalsmith, Mahmud, want to marry the same woman. These story lines cross when the village teacher is arrested and jailed for the forgeries, with the Mukhtar's approval. Mahmoud discovers who the real forger is and goes to the Mukhtar, whose son assumes Mahmud has come to denounce him. He sets off to burn down Mahmoud's house; tragedy follows. At Mahmud's side through his troubles is Mabruq, the village fool who, like others, particularly a young woman named Jamilah, still suffers from witnessing horrors in the 1948 war.",109996,1994 Cannes Film Festival,,"The 47th Cannes Film Festival was held from 12 to 23 May 1994. The Palme d'Or went to the American film Pulp Fiction directed by Quentin Tarantino.The festival opened with The Hudsucker Proxy, directed by Joel Coen and closed with Serial Mom, directed by John Waters. Jeanne Moreau was the mistress of ceremonies.

"
816,816,Shvil Hahalav,1997,Drama,24 hours of family drama during a curfew announced by the Israeli army in a Palestinian refugee camp on the Gaza Strip in 1993.,135650,Makram Khoury,,"Makram Jamil Khoury (Arabic:|مكرم يعقوب خوري}, Hebrew: מכרם חורי)  is a Palestinian born Arab-Israeli actor, born 30 May 1945 in Jerusalem. He was the youngest artist and the first Arab to win the Israel Prize, the highest civic honor in Israel.

"
817,817,Aviv,1998,Drama,"A middle class, modern day urban family drama revolving around the complicated relationship between a strong-willed girl and her good-hearted father who finds himself responsible for her upbringing after his wife's death.",162870,Tel Aviv,,"Tel Aviv-Yafo (Hebrew: תֵּל־אָבִיב-יָפוֹ, Tēl-ʾĀvīv-Yāfō [tel aˈviv ˈjafo]; Arabic: تَلّ أَبِيب – يَافَا, Tall ʾAbīb-Yāfā), often referred to as just Tel Aviv, is the most populous city in the Gush Dan metropolitan area of Israel. Located on the Israeli Mediterranean coastline and with a population of 460,613, it is the economic and technological center of the country. If East Jerusalem is considered part of Israel, Tel Aviv is the country's second most populous city after Jerusalem; if not, Tel Aviv is the most populous city ahead of West Jerusalem.Tel Aviv is governed by the Tel Aviv-Yafo Municipality, headed by Mayor Ron Huldai, and is home to many foreign embassies. It is a beta+ world city and is ranked 41st in the Global Financial Centres Index. Tel Aviv has the third- or fourth-largest economy and the largest economy per capita in the Middle East. The city currently has the highest cost of living in the world. Tel Aviv receives over 2.5 million international visitors annually. A ""party capital"" in the Middle East, it has a lively nightlife and 24-hour culture. Tel Aviv has been called The World's Vegan Food Capital, as it possesses the highest per capita population of vegans in the world, with many vegan eateries throughout the city. Tel Aviv is home to Tel Aviv University, the largest university in the country with more than 30,000 students.
The city was founded in 1909 by the Yishuv (Jewish residents) as a modern housing estate on the outskirts of the ancient port city of Jaffa, then part of the Mutasarrifate of Jerusalem within the Ottoman Empire. It was at first called 'Ahuzat Bayit' (lit. ""House Estate"" or ""Homestead""), the name of the association which established the neighbourhood. Its name was changed the following year to 'Tel Aviv', after the biblical name Tel Abib adopted by Nahum Sokolow as the title for his Hebrew translation of Theodor Herzl's 1902 novel Altneuland (""Old New Land""). Other Jewish suburbs of Jaffa established before Tel Aviv eventually became part of Tel Aviv, the oldest among them being Neve Tzedek (est. 1886). Tel Aviv was given ""township"" status within the Jaffa Municipality in 1921, and became independent from Jaffa in 1934. After the 1947–1949 Palestine war Tel Aviv began the municipal annexation of parts of Jaffa, fully unified with Jaffa under the name ""Tel Aviv"" in April 1950, and was renamed to ""Tel Aviv-Yafo"" in August 1950.Immigration by mostly Jewish refugees meant that the growth of Tel Aviv soon outpaced that of Jaffa, which had a majority Arab population at the time. Tel Aviv and Jaffa were later merged into a single municipality in 1950, two years after the Israeli Declaration of Independence, which was proclaimed in the city. Tel Aviv's White City, designated a UNESCO World Heritage Site in 2003, comprises the world's largest concentration of International Style buildings, including Bauhaus and other related modernist architectural styles."
818,818,Al Tishali Im Ani Ohev,1979,Drama,"After fighting the Arab armies, Assaf, an Israeli soldier, falls in love with an American living in the Arab district of Jerusalem. One day, he believes he recognizes a wanted terrorist.",133349,Amos Kollek,,"Amos Kollek (Hebrew: עמוס קולק; born September 15, 1947) is an Israeli film director, writer and actor."
819,819,Chatulim Al Sirat Pedalim,2011,"Comedy, Fantasy, Horror",Two teenagers and a cat try to enjoy a quiet afternoon by a peaceful looking lake in Tel Aviv.,1855153,List of Israeli films of 2012,,"A list of films produced by the Israeli film industry released in 2012.

"
820,820,Shlosha Yamim Veyeled,1967,Drama,"Based on a short story by Abraham B. Jehoshua, the movie follows Eli (Oded Kotler) taking care of an old girlfriend's child for three days. He wants him to get hurt, he worries about him. Will the child survive the three days? Will Eli?",138100,List of Israeli films of 1967,,"A list of films produced by the Israeli film industry in 1967.

"
821,821,Green,1983,Drama,"In a middle of a war, three women fight for a normal life, but can never seem to agree on the actual meaning of normal. ""The other war"" tells the tale of Tel-Aviv during the second Lebanon war. It's a film about Israel, Militarism and denial, but mainly about love.",133817,Green Book (film),,"Green Book is a 2018 American biographical comedy-drama film directed by Peter Farrelly. Starring Viggo Mortensen and Mahershala Ali, the film is inspired by the true story of a 1962 tour of the Deep South by African-American pianist Don Shirley and Italian-American bouncer and later actor Frank ""Tony Lip"" Vallelonga, who served as Shirley's driver and bodyguard. Written by Farrelly alongside Lip's son Nick Vallelonga and Brian Hayes Currie, the film is based on interviews with Lip and Shirley, as well as letters Lip wrote to his then-wife. It is named after The Negro Motorist Green Book, a guide book for African-American travelers published by Victor Hugo Green from 1936 to 1966.
Green Book had its world premiere at the Toronto International Film Festival on September 11, 2018, where it won the People's Choice Award. It was then theatrically released in the United States on November 16, 2018, by Universal Pictures, and grossed $321 million worldwide. The film received positive reviews from critics, with praise for the performances of Mortensen and Ali, although it also drew some criticism of its depiction of both race and Shirley.
Green Book received numerous awards and nominations. It won the Academy Awards for Best Picture, Best Original Screenplay, and Best Supporting Actor (for Ali). It also won the Producers Guild of America Award for Best Theatrical Motion Picture, the Golden Globe Award for Best Motion Picture – Musical or Comedy, and the National Board of Review award for the best film of 2018, and was chosen as one of the top 10 films of the year by the American Film Institute. Ali also won the Golden Globe, Screen Actors Guild, and BAFTA Awards for Best Supporting Actor.

"
822,822,The Other War,2008,Drama,,1339670,Star Wars: The Clone Wars (film),,"Star Wars: The Clone Wars is a 2008 American computer-animated epic space opera film directed by Dave Filoni, produced by Lucasfilm Ltd. and distributed by Warner Bros. Pictures, becoming the first Star Wars film to not be distributed by 20th Century Fox. It is the first fully animated film in the Star Wars franchise and takes place shortly after Episode II – Attack of the Clones, at the start of the titular Clone Wars. In the film, Count Dooku and Jabba the Hutt's uncle Ziro orchestrate a plan to turn Jabba against the Galactic Republic by framing the Jedi for the kidnapping of his son. While Anakin Skywalker and his newly assigned apprentice Ahsoka Tano attempt to deliver the child back to his father, Obi-Wan Kenobi and Padmé Amidala lead separate investigations to uncover Dooku and Ziro's plot.
The Clone Wars premiered on August 10, 2008, at Grauman's Egyptian Theatre, followed by a wide release five days later. It received largely negative reviews mainly due to its storytelling and animation style, and grossed $68.3 million worldwide, making it the lowest-grossing Star Wars film to date. The film serves as a pilot episode to the television series of the same name, which premiered on Cartoon Network two months after the film's release.

"
823,823,Eli & Ben,2008,"Adventure, Comedy, Family","A couple of con-men decide to grab a rare eagle's egg that's being transferred from the Ramat Gan Safari Park to a venue on the Golan Heights so it can be added to a dish on a cooking competition, and win a big prize.",1320376,Eli Danker,,"Eli Danker (Hebrew: אלי דנקר; born 12 October 1948) is an Israeli actor who has appeared in numerous films and television series. He is also known as the father of the Israeli singer-actor  Ran Danker.

"
824,824,Mivtza Beitza,2017,"Drama, Family","The life of the Yassif family becomes almost impossible when the father who is the city architect, is charged with taking bribes.",7245120,NA,NA,NA
825,825,The Composer,2019,"Comedy, Drama, Romance","Johnny is a B movies director. He meets Mia, a young Julia Roberts look-alike. Johnny decides to create an Israeli version of ""Pretty Woman"" with Mia. As he falls in love with the fantasy, his film turns into reality.",5933040,Kaithi (2019 film),,"Kaithi (transl. Prisoner) is a 2019 Indian Tamil-language action thriller film written and directed by Lokesh Kanagaraj. It is produced by S. R. Prakashbabu and S. R. Prabhu under the banner Dream Warrior Pictures and co-produced by Tiruppur Vivek under the banner Vivekananda Pictures. It stars Karthi in the lead role, along with Narain, Arjun Das, Harish Uthaman, George Maryan and Dheena in pivotal roles. In the film, a recently released prisoner races against time to drive poisoned cops to a hospital in exchange for meeting his daughter, while evading criminals chasing him.
Lokesh initially worked on two scripts after the success of Maanagaram (2017), which he had scrapped working on it, due to the issues regarding the extensive research and casting process, until he came up with a news article about an ex-prisoner's life. He initially wanted Mansoor Ali Khan to play the lead role, but during the writing process, Karthi was demanded to play the lead, with the scale of the budget being increased further. The film was launched officially on 12 December 2018, with principal photography being held the following day, and was completed within August 2019. The film was entirely shot at night, without any day sequences taking place during the shoot. It is a song-less film, with the background score being composed by Sam C. S. The cinematography and editing were handled by Sathyan Sooryan and Philomin Raj respectively.
Kaithi was released on 25 October 2019, ahead of the Diwali festival. It opened to positive reviews praising the cast performances, direction, writing, realistic action sequences and exclusion of songs and other factors present in mainstream Tamil cinema. Following the positive reception, the film became a box-office success, grossing over ₹105 crore. The film was further selected for official screening at the International Indian Film Festival Toronto (IIFFT) in August 2020, and had won two Ananda Vikatan, three Norway Tamil Film Festival, SIIMA and four Zee Cine Awards respectively. The story is followed up in Vikram (2022) also directed by Lokesh, with both the films forming a part of the planned Lokesh Cinematic Universe (LCU), along with a sequel titled Kaithi 2 is under development. Kaithi is being remade in Hindi as Bholaa."
826,826,Julia Mia,2007,"Comedy, Crime, Drama",The Composer - a dark Parody about a kidnap that goes wrong.,6982844,Mia Wasikowska,,"Mia Wasikowska ( VUSH-i-KOF-skə; born 25 October 1989) is an Australian actress and filmmaker. She made her screen debut on the Australian television drama All Saints in 2004, followed by her feature film debut in Suburban Mayhem (2006). She first became known to a wider audience following her critically acclaimed work on the HBO television series In Treatment. She was nominated for the Independent Spirit Award for Best Supporting Female for That Evening Sun (2009).
Wasikowska gained worldwide recognition in 2010 after starring as Alice in Tim Burton's Alice in Wonderland and appearing in the comedy-drama film The Kids Are All Right, a role for which she received the Hollywood Film Festival Award for Breakthrough Actress. She starred in Cary Fukunaga's Jane Eyre (2011), Sophie Barthes' Madame Bovary (2014), and Guillermo del Toro's Crimson Peak (2015).  The following year, she reprised her role as Alice in the fantasy film Alice Through the Looking Glass, and has since appeared in a number of independent films."
827,827,Ima shel Valentina,2008,Drama,"Paula, an elderly Holocaust survivor living in Tel Aviv, resists her only son's attempts to find her a live-in help. Yet, when a local priest introduces her to Valentina, a young Polish woman, she hires her immediately. Despite evidence that Valentina is not as innocent as she claims, Paula develops an emotional dependence on her, primarily because she shares a name with Paula's long lost childhood friend. Slowly the past and present blur as repressed memories of the Holocaust surface and overwhelm her. The complex relationship between the two women builds towards a shocking climax.",1695992,List of women in mathematics,,"This is a list of women who have made noteworthy contributions to or achievements in mathematics. These include mathematical research, mathematics education,: xii  the history and philosophy of mathematics, public outreach, and mathematics contests."
828,828,Ma'aseh B'Monit,1956,"Adventure, Comedy, Drama","A Tel Aviv taxi breaks down, and while the driver attempts to repair it, the passengers take shelter and relate tales to each other. One man relates how he became a hero, in a comic fashion, while on Army maneuvers; an elderly woman tells of her first visit to the big city; another woman tells how she and her husband invited his boss and his wife to their home for dinner, with the intent of getting the husband a raise, and they wound up in a hospital thinking they had food poisoning. Another story concerns how the police caught a demented-thief who stole from a bank to give money to the poor.",165511,List of Israeli films of 1956,,"A list of films produced by the Israeli film industry in 1956.

"
829,829,Ha-Instalator,1986,Comedy,,148333,Tuvia Tzafir,,"Tuvia Tzafir (Hebrew: טוביה צפיר; born December 31, 1945) is an Israeli actor, comedian, television presenter and entertainer.

"
830,830,Ha-Shiga'on Hagadol,1986,Comedy,"Ephraim Rubin (Seffy Rivlin) is a bank manager. His life is one big mess: his bitch wife and son make his life miserable at home, and at work he is under tons of pressure. One day he accidentally finds himself at a sanitarium. After getting over the initial shock, he finds the sanitarium quite sane place to live in. He befriends the inmate Ezekiel Harel (Arik Lavie) and falls in love with the nice nurse Noga (Anat Waxman). By chance, he discovers that a money counterfeit operation is secretly run in the sanitarium, but since he is considered as lunatic, can he find anyone to believe him?",91945,Yosef Shiloach,,"Yosef Shiloach (Hebrew: יוסף שילוח; July 9, 1941 – January 3, 2011) was an Israeli actor.

"
831,831,Pink Subaru,2009,Comedy,The Arab-Israeli sushi chef Elzober can finally fulfill his dream: to buy a brand new black Legacy. But the day after the purchase the car is stolen.,1557832,Pink,,"Pink is the color of a namesake flower that is a pale tint of red. It was first used as a color name in the late 17th century. According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity, and romance. A combination of pink and white is associated with chastity and innocence, whereas a combination of pink and black links to eroticism and seduction. In the 21st century, pink seen as a symbol of femininity, though this hasn't always been true: in the 1920s, pink was seen as a color that reflected masculinity."
832,832,Comme ton père,2007,"Comedy, Drama","Arriving in France from Israel in 1968, the Maimons join scores of other Algerian and Tunisian Jewish families in Paris' burgeoning Belleville district. Good-hearted Felix (Gad Elmaleh) reluctantly begins a life of crime to provide for his wife Mireille (Yael Abecassis) and sons, until he meets Sephardi gangster Serge (Richard Berry), from the same village as Mireille. Serge treats the Maïmons as kin, but has bigger plans for Felix's criminal career.",991272,Jemima West,,"Jemima West (born 11 August 1987) is an English-French actress. She is bilingual, growing up for most of her life in Paris, France. She is best known for playing Isabelle Lightwood in the film adaptation of The Mortal Instruments: City of Bones and Alice Whelan in the British drama series Indian Summers. She also appeared in the second season of The Borgias as Vittoria.

"
833,833,Nadia,1986,Drama,A story about an Arab girl in a Jewish school.,89661,Nadia,,"Nadia is a female name. Variations include Nadja, Nadya, Nadine, Nadiya, and Nadiia. Most variations of the name are derived from Arabic, Slavic languages, or both.
In Slavic, names similar to Nadia mean ""hope"" in many Slavic languages: Ukrainian Nadiya (Надія, accent on the i), Belarusian Nadzieja (Надзея, accent on the e), and Old Polish Nadzieja, all of which are derived from Proto-Slavic *naděja, the first three from Old East Slavic. In Bulgarian and Russian, on the other hand, Nadia or Nadya (Надя, accent on first syllable) is the diminutive form of the full name Nadyezhda (Надежда), meaning ""hope"" and derived from Old Church Slavonic, which it entered as a translation of the Greek word ἐλπίς (Elpis), with the same meaning.
In Arabic, the name is Nadiyyah, meaning ""tender"" and ""delicate.""

Notable people with the name Nadia include:

"
834,834,Gentila,1998,Drama,"A drama about four malcontent and oddly matched characters on a three-day journey. Each an outcast: Gadi, a petty criminal on parole seeking to make his way back into mainstream society; Yitzhak, his pensive, naive, and serious younger brother; Shoshana, a serious criminal who insists on tormenting the group; and a young, pregnant, Russian immigrant who has left her husband an meets up with the other three in a coffee shop. The characters together define their obvious marginalization from society and their search for individual dignity.",143270,Alon Abutbul,,"Alon Moni Abutbul (or Aboutboul, Hebrew: אלון מוני אבוטבול; born 28 May 1965) is an Israeli actor. He won the IFFI Best Actor Award (Male) at the 44th International Film Festival of India.

"
835,835,Neve Shaanan,2021,Drama,,12562576,2021 in science,,This is a list of several significant scientific events that occurred or were scheduled to occur in 2021.
836,836,Ha-Chavera Shell Emile,2006,Drama,"In Tel Aviv, Yoav receives a visit from Delphine, the girlfriend of Emile, his boyfriend from Paris. Their day together in the city confronts their mutual expectations in the face of a complex Israeli society.",1046926,2006 Cannes Film Festival,,"The 59th Cannes Film Festival was held from 17 to 28 May 2006. Twenty films from eleven countries were in competition for the Palme d'Or. The President of the Official selection Jury was Wong Kar-wai, the first Chinese director to preside over the jury.English director Ken Loach won the Palme d'Or with his movie The Wind That Shakes the Barley. Other winners were Pedro Almodóvar (Best Screenplay, Volver) and Alejandro González Iñárritu (Best Director, Babel). This also marked the first time in three years that no American film, actor, actress, or filmmaker won any awards in Cannes.
The festival opened with the premiere screening of The Da Vinci Code, based on the novel by Dan Brown. Transylvania by Tony Gatlif closed the festival. Paris, je t'aime opened the Un Certain Regard section of the festival.

"
837,837,Floch,1972,Drama,"Floch, a seventy year old man loses his son, daughter in-law and grandson, who are all killed in a car accident. He goes into deep depression and feels that he can't leave this world without leaving an offspring, a descendant to carry on his name. He divorces his wife Gerda who is too old to bear him a child and sets out to find a younger woman with whom he can fulfill his dream.",133772,List of Israeli films of 1972,,"A list of films produced by the Israeli film industry in 1972.

"
838,838,Eskimosim ba Galil,2006,"Comedy, Drama","An old Kibbutz isolated in the Hills of Galilee in Israel find itself immersed in deep debt and threatened by lawsuits from bankers and creditors to the point of bankruptcy. On the evening prior to the arrival of the bailiffs, the great exodus begins. Men, women and children abandon their homes, taking with them all their possessions. The sun rises over an abandoned and desolate kibbutz. No living soul can be seen. Twelve senior citizens awake in the kibbutz old people's home to discover they have been deserted and left to fend for themselves. The group initially sink into deep depression, but later begin to organize an effective communal unit. They begin to rebuild the kibbutz.",910890,Mosko Alkalai,,"Mosko Alkalai (Hebrew: מוסקו אלקלעי; March 10, 1931 – April 1, 2008) was an Israeli actor. He was best known for a string of hits including Blaumilch Canal, The Fox in the Chicken Coop and Yana's Friends."
839,839,Kosnice,2012,Drama,"Eldad is about to go abroad, but changes his mind at the last minute. Instead of going home to Jerusalem, he disguises himself and takes a cheap hotel room in Tel Aviv. There he meets the receptionist Judy who he makes believe he'll marry so she can go to American with him and get a working visa there. In another disguise he is mistaken for a deaf-mute Arab and joins a group of them both at their Israeli construction site and back in their village.",2130051,Michael Lennox,,"Michael Carson Lennox is a Northern Irish film director.

"
840,840,Nisuim Fiktiveem,1988,"Comedy, Drama, Romance","Thursday morning. Zagreb, Jerusalem, London, Cologne, Prague. Five people. Getting up. Going to work. In five cities-hives, like bees. Looking for the sweeter life then the one they are living now.",99565,List of Israeli films of 1988,,"A list of films produced by the Israeli film industry in 1988.

"
841,841,Adam,1973,"Drama, Thriller",,133336,3 Dev Adam,,"3 Dev Adam (translated as Three Mighty Men, sometimes Captain America and Santo vs. Spider-Man; Üç Dev Adam) is a 1973 Turkish cult superhero film, directed by T. Fikret Uçak and written by Doğan Tamer based on the characters created by Steve Ditko, Jack Kirby, Stan Lee, Joe Simon and Rodolfo Guzmán Huerta, featuring Aytekin Akkaya as Captain America and Yavuz Selekman as Santo called to Istanbul on a special mission to stop the villainous Spider-Man and his criminal gang. The film, which went on nationwide general release across the country on November 1, 1973 (1973-11-01), was completely unauthorized by the copyright owners of the characters depicted. The film was popular and thus spawned other rip-offs of other major Hollywood productions

"
