,Title,Year,Genre,Synopsis,IMDb id
717,Lemon Popsicle: The Party Goes On,2001,Drama,NA,0289730
718,Ha-Trempist,1972,Drama,After the death of his son a man tries to learn how to live.,1388371
719,Rescue Bus 300,2018,Drama,The adventures of three twentysomething female roomates in Tel-Aviv.,8466044
720,The Policeman,1971,Drama,"The survival journey of Maya Elkayam, a stubborn teenager that sails on the family's boat in the Mediterranean Sea, in order to find and bring back her father home.",0066374
721,Lupo!,1970,"Drama, Romance","Or shoulders a lot: she's 17 or 18, a student, works evenings at a restaurant, recycles cans and bottles for cash, and tries to keep her mother Ruthie from returning to streetwalking in Tel Aviv. Ruthie calls Or ""my treasure,"" but Ruthie is a burden. She's just out of hospital, weak, and Or has found her a job as a house cleaner. The call of the quick money on the street is tough for Ruthie to ignore. Or's emotions roil further when the mother of the youth she's in love with comes to the flat to warn her off. With love fading and Ruthie perhaps beyond help, Or's choices narrow.::<jhailey@hotmail.com>",0066023
722,Invisible,2011,"Comedy, Drama, Romance","Momo and Yudale take turns mounting Bentzi's foreign buxom cousin, but Yudale and her get stuck together. Momo raises the bar even further by proving the rumors of an accepting older buxom piano tutor, Fritzi. Bentzi looks for love.",1893261
723,Three Mothers,2006,Western,A priest and his twin brother take turns defending a small town from the vicious Clayton gang.,0833546
724,Cold Feet,2006,"Comedy, Drama",Follows a famous star who finds herself in a British hospital room with three other women who help her.,0831925
725,Blank Bullet,2010,"Drama, Romance","When the older sister of Shira, an 18-year-old Hasidic Israeli, dies suddenly in childbirth, Shira must decide if she can and should marry her widowed brother-in-law, which also generates tensions within her extended family.",1728247
726,Hamiklat,2007,Drama,Three Palestinian women living in an apartment in Tel Aviv try to find a balance between traditional and modern culture.,1387182
727,Rockinghorse,1978,"Comedy, Drama, War","In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine.",0152703
728,Scaffolding,2017,"Comedy, Romance","When her fiancé bows out on the eve of her wedding, Michal refuses to cancel the wedding arrangements. An Orthodox Jew, she insists that God will supply her a husband. As the clock ticks down.",6253214
729,Rage and Glory,1984,Drama,"A kindergarten teacher discovers in a five year-old child a prodigious gift for poetry. Amazed and inspired by this young boy, she decides to protect his talent in spite of everyone.",0149396
730,And Then She Arrived,2017,"Comedy, Drama",Two women embark on a road trip after they are brought together by circumstance. Rebecca (Portman) flees her hotel after a fight with her mother-in-law (Maura) and hails a taxi driven by Hanna (Lazlo).,7196880
731,My Lovely Sister,2011,"Drama, Mystery","Psychological (Art Film) incorporating both video art and performance-based works produced via a global collaboration and filmed and co-produced in Mexico, USA, Iran, Portugal, Germany, South Africa, Italy, UK, Australia, Argentina, Norway, Denmark, Israel and Sweden. A fabulous team of artists & filmmakers with a touch of intriguing animation by Ulf Kristiansen. A child is drawn into a labyrinth of murder and intrigue as he befriends a stranger, who has great aspirations to be more than just a casual acquaintance. He will stop at nothing to reach the boy. A film narrated by Death as a woman and encompassing a strange surreal journey through a killer's mental landscape. ""The boy with the imaginary friend"" written & directed by Alison Williams (South Africa)::Alison Williams Film Productions",1980315
732,Wild Dogs,2007,"Drama, Mystery, Sci-Fi","In a post-industrial world people are no longer able to dream. A factory run by Mr Terrier sells the frightened, sleepless masses a dreaming experience. Sarah, the single surviving dreamer, sets out to the only place that can provide answers to her strange night-time visions: the dream factory. Her arrival excites Mr Terrier, who is searching for a new dreamer. The visions of the old comatose man, whose dreams Mr Terrier taps into, have become repetitive and dull. He must be replaced. Didi, Sarah's lover, cuts and edits the dreams for Mr Terrier. To avoid Sarah turning out like the old man, Didi must save her. But for Terrier, Sarah holds the future of his company. He kidnaps her, tying her up then forcibly drugging her. After awakening, Sarah comes to realize the repercussions her dreams have had in the real world.::Anonymous",0791140
733,Kaddish,2019,Drama,"Composed of two short films. The first one ""Spring"" (26 minutes) is about a young couple falling in love. Almost dialogue free and shot in an experimental style. The second film ""Fall"" (46 minutes) is a more traditional comedic love story between a lonely old Jewish-German lady and a lonely old Iraqi Falafel seller.::watchamacallit",9643286
734,Five Days in Sinai,1968,"Comedy, Drama","The sharp, often hilarious satire that became the most successful film in Israeli history (until that time) is about new immigrants Sallah and his family, who are left in a shack near their promised apartment and are abandoned for months. A Yemenite Jewish family that was flown to Israel during ""Operation Magic Carpet"" - a clandestine operation that flew 49,000 Yemenite Jews to Israel the year after the state was formed - is forced to move to a government settlement camp. The patriarch of the family, portrayed by Chaim Topol, tries to make money and get better housing, in a country that can barely provide for its own and is in the midst absorbing hundreds of thousands of Jewish refugees from Arab countries.::Fiona Kelleghan",0133838
735,Yana's Friends,1999,"Crime, Drama",Ajami is the religiously mixed community of Muslims and Christians in Tel Aviv. These are five stories about the everyday life in Ajami.,0162909
736,The Wild Bunch,,Drama,"Based on a true story from the director (Naomi Haklai Shachar), ""Between the Pieces of Life"" follows Emuna (Adi Ben Ezra) who lived on the street for several years after escaping her home, describing the dilemma, risk and painful internal war between self-love and self-hatred she has to deal with as a result of her actions.::Between the Pieces of Life - Filmmakers",1021002
737,Pinups und ein heißer Typ,1981,Drama,Tami wants her old life back after taking her paralyzed son to home care.,0082908
738,The Monkey House,,Drama,"In Tel Aviv, people prepare food, eat, make love, get pregnant, and die. Can one find peace in this life, asks one character at a wake; can there be an act of freedom in this modern life, asks another. Goldman's much-despised father has died; his friends Caesar and Israel set off for the funeral. They miss it, but go to Goldman's house later. Caesar has women troubles: his son from a previous marriage is ill; he's promised marriage to two women of opposite temperament. Israel has a girlfriend toward whom he's hot and cold. Goldman's mother is living in the past. Friendship, family, love, and memories may not in the end help characters find peace or freedom.::<jhailey@hotmail.com>",10629360
739,Call for Dreams,2018,Drama,"Yaki just wanted to make a porn film. As a child growing up in an ultra-orthodox family (very religious), he never even heard about this ""dubious"" genre. Actually, he never even encountered the world of television and film. After shooting his little film, he starts developing his interest in video-art, with the help of his good friend Ricardo. Through this medium he explores the connection between sex and religion, myth and anxiety, body and soul. This is his self portrait.::Anonymous",7520672
740,Tel Aviv,2021,"Comedy, Drama, Musical","Reb Kalman, the matchmaker comes home on Shabbat to find out that Reb Pinchas has been there. He learns that RebPinchas wants him to find a husband from a good family for his daughter Carolina. Carolina, however, is in love with Max, her French teacher. Pinchas finds them making out and is furious and even more adamant that she marry soon. Reb Kalman finds Kuni Lemel as a possible match. It turns out that Max and Kuni are cousins and are identical, except that Kuni is blind in one eye, limps, and stutters. Max plans to act like Kuni so that Reb Pinchas will have his daughter marry Max by mistake. The real Kuni Lemel shows up and has everyone confused.::kikuko793",11234550
741,Ha-Derech L'Ein Harod,1990,"Drama, Sci-Fi",Tomorrow will be the last day of your life. Where will YOU be when it all ends?,0100359
742,Nipagesh Bachof,1987,Drama,"Not everyone is born to be a soldier. Not even in Israel, where universal conscription is the tradition. This movie is about a Sad Sack in the Israeli army, incompetent to complete training and yet incompetent to extricate himself.",0177045
743,Good Morning Son,2018,Comedy,NA,9046516
744,The Mevorach Brothers,2000,Drama,"No Names on the Doors is set a modern kibbutz, where social transformation can no longer be kept at bay. Spectres of Arab invasion lurk in the background; financial pressures and the promise of easy wealth are breaking down older, established communal value. A longstanding friendship between two bachelors is the casualty of a strange woman's arrival.",6748776
745,Awakening,2015,"Comedy, Drama","While waiting to check into prison, lawyer Mickey Kohl attempts to finalize the details of a break in a case he lost. Based on the highly acclaimed play by Joshua Sobol, ""Mr. Kohl's Final Hour"" is a mono-drama dealing with a single man's struggle against a corrupt social, economic, and legal system that is based on greed.",5025870
746,Bli Daf Hora'ot,1999,Musical,NA,0204904
747,Wait for Me,(III,"Comedy, Drama","A sham marriage for the sake of a UK residence permit, starts off a partnership between an Israeli man and British woman. An almost-mute narrative unfurls, built on images and aesthetics; making quiet and unsettling observations about differences in culture. This is a black comedy, examining couple hood when it gropes around for compassion and love.::Anonymous",11839358
748,Stories of Rebbe Nachman,,Biography,NA,4562250
749,Hot Bubblegum,1981,Comedy,NA,0082528
750,God's Gun,1976,Drama,NA,0074575
751,My Happy Ending,,"Adventure, Biography, Drama","In the midst of a war between Venice and Genoa, Marco Polo, a citizen of Venice, is imprisoned by the inquisition and is charged with heresy.The Genoans, whose real interest is seizing control over Venice's lucrative trade routes, use Polo as a pawn and under cover of the inquisition, extract from him a confession that will convince the pope to declare a papal interdiction on Venice.The Venetians call for the French army to assist them in destroying Genoa's plot. Polo agrees and begins to dictate his story as Rosticello writes and occasionally embellishes with his own fantasies...::<fargalaxy:-fargalaxy@hotmail.com>",3197780
752,Fill the Void,2012,"Drama, Sport","In the 1990's a million former USSR Jews arrived in Israel. The immigrants were despised by the local population who feared their 'invasion'. While many embraced the Israeli lifestyle, others chose to live in self-made Russian ghettos. These ghettos were a fertile ground for the creation of self-hating Jewish skinheads. 'White Panther' is the story of Alex, a young Russian immigrant who joins a skinheads' gang, led by his older brother. An unexpected meeting with David, a religious Moroccan Jew, gives Alex a chance to pursue his longtime dream of becoming a boxer like his father. Alex finds himself torn between his two father figures - his violent older brother and his new Jewish trainer, only to find out the truth about those he so admires.::Anonymous",2219514
753,In Between,2016,"Drama, Sport","An Israeli sports journalist befriends an American basketball pro playing in Israel. Although from very different backgrounds, their love for the game deepens their friendship. Each learns to value the other's culture.",5974388
754,Train of Life,1998,Drama,"Realistic Drama. Omri, a young soldier, was injured in a military operation. His loving family and loyal friends are fighting to bring him back to life. They all go through emotional, funny and human moments which connect them to Omri and to each other.::Haifa Film Festival",0170705
755,The Wedding Plan,2016,Drama,NA,5991206
756,The Kindergarten Teacher,2014,"Drama, History, Romance","The story of the Ovitz dwarf artists who survived the experiments of Mengele at Auschwitz and continued their legacy of entertainment and art as they re-established themselves as the Lilliput Troupe in Haifa, Israel.",3709678
757,Free Zone,2005,"Comedy, Drama",A love story between two people from different cultures and the relatives who manage to separate them until the lovers again find each other.,0441761
758,Boy Meets Girl,1982,Comedy,"Depressive Johan turns 30 and wants to die. Instead, he is chosen out of his German university classmates to go to Israel on a student exchange program. Ruth, an Israeli music student, finds inside Franz Kafka's ""The Metamorphosis"", in the university library, a single strand of hair. An unexpected coincidence makes her match the hair to Johan's and the two fall in love. Ruth, who functions in the relationship as a scientist of love, turns Johan into a tool with which she tests the borders of their relationship as well as of different social conventions. During the week between Holocaust day Memorial and the Israeili Independence day, the two roll through worship rituals of death, memory and love, which leads them towards a common, inevitable fate.::South Film Festival",0083637
759,Up the Wrong Tree,2013,"Family, Music",NA,2388797
760,But Where Is Daniel Wax?,1972,Drama,NA,0068890
761,Ajami,2009,NA,NA,1077262
762,Antarctica,2008,Drama,An excursion trip gone wrong once a group of friends get stuck on a mountain. Their historical pasts begin to unfold into unsettling situations once they open up to the village people.,1234240
763,Planted,2019,Drama,"Two very different men find themselves sharing a night of danger and suspense: 19-year-old Ami, a killer turned state witness, and 52-year-old Itzhak, head of a religious yeshiva. They have to combine forces if they are to save the woman they both love, 17-year-old Moriya, Itzhak's daughter. Moriya has been kidnapped by the felons against whom Ami is supposed to testify. During this long night of twists and turns, Ami and Itzhak discover that they are more similar than they ever could have imagined.::Haifa International Film Festival",10118092
764,Max Baer's Last Right Hook,2006,"Drama, Thriller","On the day he is released from prison, Yisarael appears on the doorstep of the woman whose life he had changed. A weird relationship develops between the two.",1059811
765,Full Gas,2019,Drama,NA,9733362
766,"April 7, 1980",2020,"Drama, History","The film tells the story of a group of Israeli teenagers who come to Poland for a tour of the Holocaust memorial sites. The main characters of the film are three friends: Nitzan, Frisch and Ido, who are just at the height of the hormonal storm accompanying adolescence. During their stay in Poland, they have to deal with both the great dramas of history and the everyday dilemmas of teenage reality.::G",9869564
767,Endtime,2014,Drama,"Ami Susetz, an Israeli artist, abandons his wife and daughter in New-York, and comes back to his home land after years of absence. Susetz wishes to decipher his constant feeling of failure as a human being, as a family man, as an artist. His best friends were killed in war, his paintings were burned not without intent. He has no past and no future. Back home Susetz reunites with his dying father, with his mother, who unsuccessfully tries to understand her son, and with a childhood friend, Ansberg, now a philosopher/homeless. Ansberg has adopted unusual methods in order to bring love back to Tel-Aviv and expects ""conscientious"" Susetz to assist him in that. Susetz cannot be a ""conscientious"", or anything else for that matter, not before he resolves his own personal fate: who is he, why was he born, why does he live. Ami Susetz decides to make a movie, about himself, his parents, his hometown Tel-Aviv, and about all that constitutes the puzzle we call human life. His movie fails in resolving the pattern but ironically becomes a commercial blockbuster. At the end of the day, the movie gets burned, just like the paintings, not without intent.::Joel Greenberg",2461182
768,Paratroopers,1977,Comedy,"A Comic drama that tells the story of the Geva family - a bourgeois family from Jerusalem. When the mother of the family, Ora, goes into a coma after a car accident, the family members try to bring her back in every way possible.",0076525
769,Mr. Leon,1982,Drama,NA,0133339
770,Heroine,2016,"Comedy, Drama",NA,5921576
771,The Covenant,2013,Drama,"This film describes Israel as a country already far beyond identity crises in which anarchy is everywhere, violence is the norm and life is ruled by the world view of ""the stupid, the evil and the corrupt"".",3296724
772,The Megillah 83,1983,Drama,"A young actress, trying to become part of the glamorous movie industry, becomes a heavy drug addict - destroying her career, life and family. One of the first Israeli films to deal with the rising drug usage problem of teenagers, based on the true life story of Mona Zilberstein who took a lethal drug overdose.",0085923
773,The Last Shepherd,2015,"Drama, Romance",NA,3181962
774,Janusz Korczak,2004,Drama,NA,0469861
775,For a Change,2018,"Action, Comedy, Sci-Fi","Incited by a disillusioned young man who has decided to flee from civilization, a group of 4 people go searching for freedom and happiness on an isolated island . When their boat goes astray and they are left without food, their animal instincts take over, bringing the film to its catastrophic end.::BFI",13136008
776,BaKavod Sheli,2004,"Crime, Drama, Romance","Two rent boys, hired by a trick to perform together, develop a relationship.",8317822
777,Never Too Late,2011,Drama,The son of a family of Iranian farmers in Israel rebels against his strong-willed father.,1774428
778,American Citizen,1992,Drama,"17-year- old ASHER has always been the impulsive troublemaker, from primary school, all through junior high and high school. It's hard for him to concentrate in class, and he is compelled by a lot of rage and violence; yet he is also endowed with a considerable amount of charm and street wisdom. While his strict father sees him as a natural successor to the family's scaffolding business, Asher finds a different masculine role model in his gentle literature teacher Rami and forges a special connection with him. Torn between the two worlds, Asher looks for a chance for a new life and new identity. When a sudden tragedy occurs, he has to take the ultimate test of maturity.",0104219
779,The Road to Where,2016,Drama,"Eight women, Arab and Jewish, take part in a video workshop hosted by Rona, young filmmaker. With each camera take, the group dynamic forces the women to challenge their beliefs as they get to know one other.",6126442
780,The Babysitter,1993,Family,"For the very first time, a feature film based on the fable-like stories of the Hasidic Master, Rebbe Nachman of Breslov - a fun adventure for the whole family, set in a fanciful, once-upon-a-time, world with kings, princes, enchanted forests, demons, and bursting with faith, inspiration, and joy.",0143739
781,7 Dwarfs At Auschwitz,,Drama,NA,9062988
782,My Margo,1969,"Drama, History","An avowed anarchist and Stern Gang hitman is sent to Jerusalem to assassinate a senior British officer creating much tension within the already troubled cell and almost brings its collapse, as the British operatives are closing in. Heralded by the Film Society of Lincoln Center as one of the most important films in fifty years of Israeli cinema.",0064707
783,Sarit,1974,Drama,A Palestinian expatriate filmmaker (Elia Suleiman) documents the loss of national identity in Israel's Arab population.,0152288
784,Festival Shirei Yeladim,1980,Drama,A middle aged single father copes with his teenage daughter's wish to end her life.,0133762
785,Itach Lanetzach,1997,Drama,NA,0157839
786,Du-Krav,1993,Drama,"An adaptation of Aaron Appelfeld's novel 'Night after Night'. In the sixties, a group of Holocaust survivors live together in a hostel in Jerusalem and struggle to revive the Yiddish Language .",0133724
787,Tikvah,2022,Drama,"In a dystopian future, the Israeli army keeps the population in check because of water scarcity but Saul Jordan, an activist journalist, finds out that it is an invention and tries with the help of a Palestinian tramp to spread the news from a small radio station improvised in the desert, inciting fellow countrymen to the resistance and the struggle for freedom. Wanted throughout the nation, the two during an escape take hostage to an army colonel and the group of his collaborators, including the sexy Liora (Alessandra Mussolini).",19050418
788,Dangerous Acts,1998,Drama,"A suicide bomber becomes dependent on the kindness of strangers when his explosives won't detonate, giving him time to meet some of the people he's targeting.",0163595
789,Schwartz: The Brave Detective,1973,Drama,"Rose, Flora and Yasmin were born as a triplet sixty something years ago in Alexandria, Egypt. Their well-off parents gave them names of flowers, and King Farouk of Egypt gave them his blessing. Today, in Israel, they live together in an apartment without men and without children. Flora has just retired from her work as a midwife, Yasmin awaits a kidney transplant, and Rose, once a successful singer, is wrapped in silence since the death of her husband. One after the other, the three sisters come to ""This is your life,"" a place where people recount their memoirs, in order to tell their life story to Rucha (Rachel), Rose's only daughter, and talk about their symbiotic relationship. They are also searching for the long lost son of one of them who was given away for adoption under mysterious circumstances. During this period their lives and that of Rucha will change dramatically. Hidden ghosts will slowly appear, forcing the three sisters to confront the secrets and lies, and seek forgiveness. At the end of the journey into the past, after they redeem themselves, the sisters will embark on a new journey, to Alexandria, where Yasmin will undergo her kidney transplant and Rucha, who regained her own memories, will be able to start a new life.::Jerusalem Film Festival",0143123
790,Z'man Emet,1991,Comedy,"Gershon is faking a requirement call for him from the Army so he can leave home to spend the weekend in Eilat with his young secretary but what he do not know is that his wife planning the exact same, see what happens when he realizes they are sharing same hotel.::Ronen Vaknin",0102763
791,Avanim,2004,Drama,NA,0362427
792,Hill Start,2014,"Comedy, Drama","Azulai is a policeman in Jaffa, whose incompetence is only matched by his soft-heartedness. His superiors want to send him to early retirement, but he would like to stay on the force, and the criminals of Jaffa don't want to see him leave either...::Yuval Kfir <yuval@valor.com>",3919692
793,All My Loving,1986,"Drama, Sport","It's wartime 1942, and hapless entrepreneur Yaakov Gendelmayer has an idea for a morale-boosting publicity stunt: bring Jewish former heavyweight boxer Max Baer to Palestine to fight a German boxer, in an effort to recreate Baer's legendary bout against Hitler's darling, Max Schmeling. Sixty years later, Gendelmayer's son comes to Israel to meet old-timers and find out the truth about Max Baer's last right hook.::Anonymous",0143347
794,Lupo Goes to New York,1976,Drama,"After years at sea, Aaron returns to the port of Ashdod in the hopes of winning back his family, but he soon realizes that life on land is more complicated than he thought.",0151418
795,And on the Third Day,2010,Drama,"This is a story of a relationship between three men: Amin, a Palestinian nationalist; Joseph, an Israeli peacenik; and Colonel Shalit, a right-wing Israeli intelligence officer.",1619481
796,Vasermil,2007,"Action, Drama","On the eve of the second Passover holiday, a squad of five commandos from the PFLP cuts the northern border fence and penetrates into Kibbutz Misgav-Am. Their mission is to take hostage the Kibbutz members in order to negotiate the release of prisoners held in Israeli jails. But that night, most Kibbutz members are away on a concert and the Kibbutz is half empty, a light comes on in one of the small kibbutz houses, making it the target for the commandos to break into. When they realize this is not a family home but rather the dormitory for the very young children of the kibbutz, it's already too late. When the Kibbutz members understand what has happened, the PFLP commandos barricade themselves with their hostages: three children aged three and four, two babies of less than a year, and the young guard who volunteered to watch them that night.",1124001
797,HaMalchin HaAlmoni,2000,Drama,"Set in mid-70's, 12-year old Dvir Avni navigates between the equality values of his home-born Kibbutz and the relationship with his undermined mother, whom the Kibbutz members will to denounce.",8362832
798,I Had a Wonderful Childhood,2004,Drama,NA,6230450
799,The Survivor,2013,"Biography, Drama","Two doctors from Tel Aviv join 'Doctors Without Borders' and travel to Thailand to help out Cambodian refugees. They leave their daughter, Aya (aged 10) at a kibbutz where the children are housed by age, but not gender. Not only does she have to get used to dealing with a lot of children, making friends and enemies, she has to get used to sharing her room with boys. And sharing the showers with them too.::Gord - the Mad Doctor",3112432
800,Good Boys,2005,Drama,"This is the story of Nits, a restless bum and a hopeless cynic as he returns from his journey with an obsessive intention of bringing back his ex- girlfriend and their beloved dog. She however, throws him down the drain and so he finds himself, contrary to his anti- political and anti-everything attitude, stuck on top of a tree overlooking his beloved's apartment fearlessly leading an environmental battle against real estate sharks. For once in his life, he finds some comfort by staying put. He refuses to disembark even when the bulldozers charge in. Perhaps it's because he's had enough time on the road and finally understands there's nowhere to run to and perhaps because he can't remember what he's doing up that tree in the first place.::Gur Bentwich",0462726
801,Baba Joon,2015,Romance,"Ron a handsome Israeli gay man wants a kiss on his birthday. When he tries to get it from Sahar, a beautiful blonde hustler in a black leather jacket things don't go quite as planned.",3757218
802,Shiva,2008,"Action, Comedy, War","Three friends, with the aid of an American agent, set out to knock the German Army off its feet.",1260396
803,Cinema Sabaya,2021,Drama,"10 years after he left Israel and ""played it big-time in America"", Benny Shpitz returns for a visit, self-exploring his youth, friends, dreams, beliefs and idol, Daniel Wax, who symbolized the ""beautiful Israeli"". Shpitz finds out his friends are melancholic, unsatisfied with marriage life, hiding a vast hole in their sole. In a wider context, Israel post 67' will no longer be the society that it was meant to be.",6443330
804,Upon Her Lips: Heartbeats,2021,Drama,"Group of young people, gathered in a Tel Aviv pub to celebrate their friend Naama's birthday. While Naama is running late, conversations and interactions occur among the people seated at the pub.",14956786
805,Dream No More,1948,"Adventure, Romance","Three friends concoct the ultimate love drug, TLV, and fall in love with the same woman, Renana. Years later, Renana's ex-lovers team up to rescue her from an Indian prison.",0042414
806,The Real Game,1980,NA,"Tomer, 17, moves with his mother to a small village at the edge of the desert. Everyone is preparing for the under-18 Motocross National championship due to take place a month later, with arrogant Nimrod,17, - the village's alpha male - the clear favorite to win. Tomer's arrival changes the rules of the game. At first Tomer is harassed by Nimrod and his gang while battling over the heart of beautiful Amalia,17, but soon enough the story hits high octane when Tomer meets Albert, 50, - an aging, lonely Motorcross ex-champion, who hasn't stepped out of his house for the past 20 years. Meeting by chance, the two become true friends: Tomer peels off Albert's dark secrets, while Albert becomes Tomer's bike master - preparing him for the race of his life against Nimrod. Will the ugly duckling shock everyone, including himself, by winning the championship?::or vivante",0148477
807,Chronicle of a Disappearance,1996,Drama,A religious fundamentalist Jewish lawyer arrives in Israel to both reacquaint himself with his secular brother and work an explosive trial dealing with the conscription of fundamentalist Jewish students into the Israel Defense Force.,0115895
808,The Day After I'm Gone,2019,"Crime, Drama, Romance",You came from Russia to Israel. Are you ready to show everybody that you are a winner and fight for your right to live there?,9455100
809,The Pracht Inn,2014,Musical,"Experience the pain of Egyptian slavery through the eyes of Moses' mother as she sets down her baby in to the Nile, the loyalty of Ruth as she pledges herself to Naomi and her God, and the turmoil of the Jews in Babylonian exile. Face the challenge with Esther as she risks her life to plead for her people, and see the suffering of the Jews in Jerusalem under Roman occupation. In the dark centuries following, The Covenant brings you to Shabbat tables of the persecuted Jewish families in Diaspora, ending in the Warsaw ghetto, and culminating in the Holocaust and the promised rebirth of the Jewish State in 1948.::Bridgestone",3824034
810,Tayara,2009,Drama,NA,9613332
811,Forgiveness,2019,"Comedy, Drama","FIVE PROFESSIONS, FIVE WOMEN. A feature film comprising five short stories, written and directed by five women directors. The titles of each episode are the professions of the main characters: The Officer, The Babysitter, The Nurse, The Stripper and The Director. This profession does not serve as an ornament, but is at the heart of this film, inseparable from life, from the woman herself. We aspire to present a singular mosaic, unique and timely, of women and their choices in Israel in the 21st century.",10929798
812,Sof Shavua B'Tel Aviv,2008,"Drama, Romance","In two days, Omer will hit a milestone; his 30th birthday. Like many his age, he hasn't found himself. But then Omer is hardly looking. Instead he chooses to loose himself among the stacks of books at the local library, where he works. It is a respite from real life. From time to time he goes on blind dates. He meets Danny on one of his dates. 20 years old and full of enthusiasm, Danny dreams of becoming a dancer. Shirley, Omer's little sister, has her own problems. Aside from being Omer's greatest annoyance, she is in an unconventional relationship with, Michal, owner of the city's hippest coffeehouse and her boss. Just when it seems that Omer has completely lost his spark and all seems lost, Enter Ronen, the handsome journalist who ignites the flame Omer has been seeking. Everyone is hoping for a change. They are waiting for the light. The light that will thaw their frozen hearts. But only one person has the answer, Matilda Rose, the alien loving best-selling novelist can solve the issue; Is love dead or are we just looking in all the wrong places?::Yair Hochner",1043869
813,Carmel,2009,Drama,"When darkness falls, temperatures rise in these six stories about late night confessions, intimacy for sale, high speed hookups and full moon frissons. But when the sun comes up and reality reveals itself, will it have all been worth it?",1399533
814,2 Night,2011,"Animation, Adventure, Family","A boy struggles at home and at school with bullies after his brother is killed. When he befriends and shelters a mythical creature, it helps him outsmart his tormenters and overcome his grief.",1685486
815,Ahavot VeShekarim,2008,"Adventure, Comedy, Fantasy","Amit is your run of the mill geek, a computer programmer who leads a perfectly ordinary life with the exception of repeating nightmares. To cheer him up his best friend Maya convince him to skip work and head together to the beach. The short trip turns into a wild adventure as they nearly run over an eccentric old man who leads them in a journey following the ancient treasures throughout the land of Israel. During their adventure they must escape shadowy government agents, ruthless business tycoons and evil forces, all plotting to take over the world.::Anonymous",8315028
816,Growing Pains,1980,"Biography, Drama",NA,0148612
817,Betrayal,2021,"Drama, Romance","Romance can find us in the strangest places. When Ella and Gabi meet hiking in the Negev desert, things start off rough but as in the best romantic comedies end smoothly.",11233506
818,Homeport,2016,"Crime, Drama",The movie begins with an armed robbery that turns into a murder case when the victim of the attack dies without identifying the attackers. Shalom Shalom is a singer who has some links to ...                See full synopsis »,5106396
819,Streets of Yesterday,1989,Drama,"After spending eight years in the farthest reaches of South America, 30-year-old Herzl returns home to Israel. With no ambitions or prospects for the future, he finds a job hanging posters across the country. Driving his a 1985 Volvo, with a pile of dusty Israeli folk tapes on the dashboard and a worn copy of Robinson Crusoe by his side, a young man journeys across the Israeli landscape, coming to terms with the memories of what he left behind.",0144577
820,Sweet Mud,2006,Drama,"Gili and Yaara decide to leave the city and have a fresh start, building a house in the countryside of the Galilee. But while their dream house is being built, the foundations of their relationship slowly collapse.",0498846
821,Bruriah,2008,Drama,"Israel 1948. A house by the sea in Jaffa, from which Palestinian families have had to flee in haste, becomes the home of Jewish survivors who managed to escape the inferno in Europe. Out of the turmoil of their existence, under the shadow of the unresolved conflict between Jews and Arabs, rises a desperate cry for::Haifa Film Festival",5701256
822,The Fox in the Chicken Coop,1978,Drama,"Charlie tries to clean himself off drugs, with the help of his prison cell mate Shlomo. Althou coming from different background they manage to build a true friendship.",0078261
823,Bulgarian Rhapsody,2014,History,"Excerpts from six hours of interviews with Ben Gurion, his friends, family, and also detractors, reconstructing important landmarks from his life.",3541358
824,Here We Are,2020,Drama,Cafe Tales is the story of five Israeli men and their efforts to save a local cafe from demolition. The film addresses in a comical and usually edgy way the ironies of fate and the ...                See full synopsis »,8135564
825,Send Me an Angel,2003,"Drama, Animation",NA,0376172
826,Operation Shtreimel,1984,"Drama, Romance",Based on a novel by Amos Oz..,0086053
827,An Evening Without Na'ama,1992,Drama,The film is about a successful actress who gets pregnant from a man whose family thinks she is not right for him and he begins another relationship. She murders him and is in prison while her newborn son placed for adoption with a wealthy family. When she is released from prison she wishes to visit the son whose adoption was arranged by her friend in acting days. The 18 year old young man does not know he is adopted and is pampered. He gets a young and beautiful woman pregnant but ignores her because he is carefree and his wealthy mother does not approve of him marrying or losing focus from studies. His biological mother gets a job as nanny in their home and makes efforts to correct her sons callous behavior towards his pregnant girlfriend and convinces the adoptive mother to accept the woman who has his child but never reveals her identity so to prevent the adoptive mother feeling exposed or disrespected. It's a film about sacrifices of motherhood from an adoptive and biological perspective and reckless youth.,0133738
828,Total Love,2000,Comedy,Bumbling private detective Schwartz and his equally inept part Simcha are hired by a man to find out if the man's wife is cheating on him with the family doctor. The blundering duo run afoul of mobsters and experience other mishaps during their investigation.::Woodyanders,0270500
829,Messagest Hatzameret,1981,Drama,NA,0151545
830,Green Dreams,2013,Drama,"Michale is a thirty year old woman. She works with her father in a Tel Aviv accounting office providing services to important religious institutions. She divides her time between her child, her husband, her work and the man with whom she is having an affair. When Michale learns of the tragic death of her lover, her life is shattered::Noah Harlan",13358848
831,Brothers,2008,Drama,"Noa has unconventional relationships with her doctor, with her neighbor and with a young soldier. Sleepless, she wanders around, trying to find her place in the world, willing to do anything to get some warm attention.",1334519
832,The Children of USSR,2007,Drama,NA,2224573
833,The Faithful City,1952,Drama,"Witness and explore a whole range of emotions and desires in this series of stories about the lesbian experience. From rediscovering a lost parent in Israel, coming of age in rural Appalachia, finding love in friendship through meditation and imagination, to fending off the competition in a boot-making contest in New Mexico - what Upon Her Lips proves is that variety is the spice of life.::NQV Media",0137508
